time,src_computer,resolved_computer
30560,C9521,C9521
30561,C3044,C706
30561,C9219,C706
30561,C9426,C231
30563,C8623,C706
30566,C3131,C5030
30566,C7312,C448
30567,C1006,C706
30572,C8388,C2174
30574,C9201,C1685
30574,C9201,C1707
30578,C2517,C706
30579,C1420,C5030
30581,C2472,C1707
30581,C3380,C22841
30583,C9535,C467
30583,C9535,C612
30586,C6810,C706
30587,C6810,C706
30588,C6810,C706
30588,C8359,C529
30590,C6810,C706
30591,C6810,C706
30592,C6810,C706
30593,C6810,C706
30595,C6810,C706
30595,C8958,C3349
30597,C4233,C706
30597,C6367,C706
30599,C3457,C706
30599,C5939,C1065
30600,C2492,C457
30600,C5939,C625
30601,C2989,C467
30602,C5939,C457
30602,C5939,C529
30602,C8483,C1685
30604,C9549,C1065
30604,C9549,C467
30605,C3380,C22841
30605,C9549,C529
30608,C3163,C467
30609,C2492,C457
30609,C8359,C1685
30614,C8371,C528
30615,C9549,C586
30617,C4581,C5030
30617,C8359,C754
30620,C2480,C7554
30623,C2772,C5030
30624,C8371,C5721
30624,C8371,C743
30625,C9209,C706
30626,C5939,C706
30627,C5939,C706
30628,C6810,C586
30629,C6810,C586
30633,C8371,C585
30636,C3260,C5030
30636,C9578,C467
30636,C9578,C528
30636,C9578,C529
30636,C9578,C612
30636,C9578,C625
30637,C9281,C231
30641,C2852,C5030
30642,C3380,C22841
30642,C7312,C2021
30645,C6346,C586
30646,C2472,C5030
30646,C9578,C5030
30648,C3990,C5030
30648,C8359,C1065
30650,C8371,C625
30650,C9209,C5030
30651,C4517,C706
30651,C9578,C5571
30652,C9578,C3574
30652,C9578,C5720
30652,C9578,C5721
30652,C9578,C5736
30652,C9578,C743
30653,C6238,C5030
30655,C1936,C2079
30657,C1936,C2079
30657,C5948,C2109
30658,C9578,C359
30659,C5939,C1065
30661,C3554,C586
30661,C5939,C625
30661,C9426,C467
30663,C4232,C1707
30665,C9627,C1065
30665,C9627,C612
30667,C3380,C22841
30668,C9219,C231
30668,C9219,C5030
30669,C2492,C457
30669,C9578,C528
30670,C6810,C612
30670,C9578,C529
30670,C9578,C586
30671,C3374,C706
30671,C6810,C612
30671,C8371,C231
30674,C6810,C4222
30675,C9578,C4222
30675,C9578,C528
30675,C9578,C529
30676,C6810,C4222
30678,C6810,C625
30678,C9578,C586
30679,C6810,C625
30684,C6810,C625
30685,C9578,C1685
30686,C19131,C1685
30686,C5279,C528
30687,C19131,C1707
30688,C8875,C754
30690,C9578,C1685
30692,C9426,C706
30696,C4835,C1707
30696,C9281,C5720
30696,C9281,C585
30697,C843,C1685
30697,C9281,C528
30697,C9535,C5030
30698,C2893,C529
30698,C3906,C706
30700,C9627,C529
30702,C9281,C5736
30703,C3380,C22841
30705,C2492,C457
30706,C25022,C5698
30706,C6737,C2109
30707,C6737,C3173
30707,C8371,C5030
30708,C9281,C5932
30708,C9535,C612
30710,C8359,C706
30712,C9627,C5030
30713,C9535,C528
30717,C4232,C5030
30724,C375,C706
30728,C3906,C1707
30729,C2492,C457
30729,C3380,C22841
30730,C5857,C1685
30731,C2677,C1685
30732,C5857,C1685
30732,C9535,C467
30734,C9535,C5030
30734,C9535,C5590
30734,C9535,C585
30736,C5461,C706
30738,C9535,C231
30739,C9627,C1065
30741,C9535,C743
30742,C9535,C5721
30743,C9627,C22529
30746,C4508,C706
30752,C3198,C1707
30753,C3496,C706
30757,C1796,C5030
30757,C2908,C5030
30757,C9627,C586
30764,C3380,C22841
30765,C9535,C22529
30769,C9627,C529
30769,C9696,C529
30769,C9696,C586
30769,C9696,C612
30770,C9696,C1065
30770,C9696,C528
30771,C9627,C467
30772,C9535,C586
30775,C9627,C2983
30777,C9704,C625
30778,C9704,C528
30778,C9705,C1065
30778,C9705,C467
30783,C5956,C529
30784,C14014,C1685
30784,C14014,C1707
30785,C6810,C586
30785,C8371,C706
30788,C6346,C586
30789,C2492,C457
30790,C9696,C2109
30791,C3380,C22841
30791,C4015,C1707
30791,C9696,C625
30792,C5948,C467
30792,C5948,C625
30794,C5948,C1065
30794,C5948,C625
30794,C6810,C625
30795,C6810,C625
30796,C23724,C1685
30797,C23724,C1707
30797,C9715,C528
30797,C9715,C612
30799,C9696,C586
30801,C9696,C529
30802,C9696,C586
30805,C9209,C231
30806,C9727,C1065
30807,C9627,C5297
30807,C9627,C5720
30807,C9727,C457
30809,C9627,C612
30810,C9696,C5736
30812,C1006,C5030
30812,C2480,C706
30814,C9535,C801
30815,C14244,C1797
30816,C814,C1685
30817,C1515,C5030
30819,C657,C5030
30821,C3380,C22841
30823,C920,C1685
30824,C9627,C5374
30825,C6810,C586
30826,C6578,C1685
30834,C6810,C625
30835,C6810,C625
30836,C2475,C1707
30837,C9870,C1685
30840,C5461,C1707
30841,C9715,C2109
30842,C9464,C706
30844,C8914,C231
30846,C1515,C1685
30849,C2492,C457
30850,C5948,C612
30851,C5948,C586
30852,C9747,C467
30852,C9747,C586
30853,C3380,C22841
30853,C5948,C528
30853,C5948,C612
30857,C64,C1707
30859,C9578,C706
30861,C6810,C586
30863,C24853,C5782
30869,C806,C1685
30870,C3554,C612
30870,C366,C1685
30871,C6810,C625
30873,C6810,C586
30873,C6810,C625
30876,C3163,C706
30876,C9705,C231
30881,C2772,C706
30881,C6537,C5030
30886,C3380,C22841
30888,C1928,C5030
30891,C3030,C1707
30891,C5638,C5030
30892,C843,C706
30893,C2299,C5030
30895,C6810,C586
30896,C1453,C5030
30897,C4254,C706
30899,C9696,C1707
30900,C2492,C457
30902,C453,C1707
30903,C6810,C625
30904,C315,C5030
30904,C5358,C1707
30904,C6810,C625
30905,C14244,C16950
30906,C9696,C1707
30909,C2492,C457
30910,C9715,C625
30911,C5186,C706
30911,C8951,C467
30912,C9806,C2109
30912,C9806,C625
30913,C16096,C1685
30913,C16096,C1707
30915,C3380,C22841
30915,C9705,C528
30915,C9705,C586
30916,C3026,C921
30916,C9715,C231
30917,C9715,C2109
30920,C366,C5030
30920,C9578,C231
30921,C9960,C1685
30921,C9960,C1707
30922,C5323,C706
30925,C3380,C25295
30925,C3380,C5728
30926,C6810,C586
30928,C9627,C2109
30928,C9715,C3396
30932,C6810,C625
30932,C9535,C457
30933,C6810,C625
30933,C8483,C457
30934,C1191,C419
30937,C1423,C706
30942,C1928,C706
30945,C9715,C612
30947,C3380,C22841
30947,C4352,C1707
30947,C9715,C586
30952,C9705,C5030
30955,C6189,C1707
30955,C6810,C586
30957,C2320,C467
30958,C9578,C5030
30959,C9870,C9870
30960,C3235,C706
30960,C6189,C1707
30960,C6810,C625
30960,C9870,C5900
30961,C9806,C612
30962,C6810,C625
30963,C6033,C1707
30964,C9705,C457
30966,C14646,C1707
30967,C14646,C1685
30969,C2492,C457
30971,C9627,C706
30974,C4081,C1685
30974,C5948,C586
30974,C9715,C5720
30974,C9715,C585
30976,C9806,C5030
30977,C3380,C22841
30977,C9870,C467
30978,C3380,C5136
30979,C9705,C528
30983,C6810,C586
30985,C9705,C586
30986,C14343,C1707
30986,C4722,C1685
30987,C6346,C612
30988,C1191,C1685
30989,C3165,C529
30989,C3165,C706
30990,C4550,C706
30990,C6810,C625
30991,C6810,C625
30994,C1692,C706
30994,C9705,C1707
30994,C9705,C231
30996,C3869,C706
30998,C7312,C3349
30998,C9884,C467
30998,C9884,C586
30999,C3380,C798
31004,C8182,C2174
31006,C9578,C1685
31008,C3380,C22841
31008,C6346,C1707
31009,C9696,C529
31010,C9696,C528
31012,C9806,C586
31013,C6810,C586
31017,C902,C1685
31019,C4600,C359
31020,C6810,C625
31020,C9464,C754
31020,C9696,C706
31021,C6810,C625
31021,C9870,C1883
31023,C2021,C5030
31025,C831,C1685
31027,C2320,C5640
31027,C8483,C457
31027,C9705,C1065
31029,C2492,C457
31029,C5939,C1065
31029,C5939,C467
31029,C8483,C457
31029,C9806,C1685
31029,C9806,C612
31031,C4722,C5030
31031,C5939,C467
31031,C9627,C5030
31031,C9921,C2109
31031,C9921,C612
31032,C8914,C754
31033,C9806,C625
31037,C1357,C706
31038,C1947,C706
31038,C814,C5030
31038,C9806,C2109
31039,C3380,C22841
31039,C9927,C2109
31039,C9927,C625
31041,C2077,C1685
31041,C9715,C2162
31041,C9715,C528
31043,C6810,C586
31046,C9696,C231
31046,C9806,C5720
31046,C9806,C743
31047,C3381,C5721
31049,C6810,C625
31050,C6810,C625
31052,C7312,C457
31057,C9535,C706
31061,C9950,C1065
31061,C9950,C529
31061,C9950,C612
31064,C6810,C359
31065,C8483,C457
31067,C8483,C457
31069,C3380,C22841
31072,C6509,C706
31073,C6810,C586
31076,C154,C1707
31077,C154,C1707
31078,C6810,C625
31079,C3380,C25294
31080,C6810,C625
31081,C9972,C2109
31085,C22269,C612
31086,C22269,C528
31087,C22269,C528
31087,C22269,C586
31087,C2760,C467
31088,C22269,C586
31088,C657,C229
31089,C22269,C457
31089,C22269,C586
31089,C2492,C457
31089,C5939,C529
31090,C337,C419
31090,C4753,C5030
31090,C5939,C457
31091,C22269,C586
31091,C22786,C22786
31091,C5939,C1065
31092,C5939,C625
31093,C3204,C5030
31094,C22269,C586
31094,C22786,C1685
31094,C22786,C1707
31096,C6189,C2109
31097,C22269,C586
31097,C3143,C1707
31097,C375,C5030
31098,C3143,C1707
31098,C3235,C5030
31099,C24853,C1685
31099,C9627,C231
31100,C24853,C1707
31100,C4550,C5030
31101,C3380,C22841
31103,C6810,C586
31104,C1796,C1707
31105,C22269,C612
31105,C6189,C529
31107,C22269,C625
31108,C22269,C529
31108,C768,C1685
31109,C6810,C625
31110,C22269,C586
31110,C6810,C625
31115,C902,C5030
31117,C22269,C586
31118,C22269,C457
31118,C6578,C706
31120,C6758,C1707
31121,C3380,C22841
31122,C22269,C1685
31122,C4651,C5030
31123,C6367,C1685
31124,C22269,C1685
31124,C657,C1685
31130,C22269,C586
31130,C282,C706
31130,C8483,C457
31131,C6810,C586
31133,C22269,C1685
31134,C22269,C1685
31138,C6810,C625
31139,C6810,C625
31140,C1420,C1685
31141,C2321,C706
31142,C1295,C5030
31142,C22269,C457
31143,C22269,C625
31144,C22269,C457
31144,C7312,C457
31149,C22269,C457
31149,C2492,C457
31149,C6238,C2174
31151,C22269,C586
31151,C4988,C706
31152,C3440,C2436
31153,C22269,C457
31153,C22269,C586
31154,C6458,C1707
31157,C3049,C5030
31158,C22269,C586
31159,C22269,C2109
31159,C22269,C586
31159,C2827,C1685
31160,C22269,C586
31161,C24854,C1685
31162,C22269,C457
31162,C22269,C706
31162,C24854,C1707
31162,C9705,C2109
31163,C22269,C586
31163,C22269,C706
31163,C3380,C22841
31165,C22269,C457
31165,C22269,C586
31165,C460,C1685
31166,C22269,C457
31168,C22269,C586
31168,C22269,C706
31169,C22269,C586
31169,C22269,C706
31170,C22269,C457
31170,C22269,C528
31170,C6810,C586
31171,C1936,C1944
31171,C22269,C528
31171,C5948,C5030
31172,C22269,C528
31172,C22269,C706
31172,C3554,C612
31172,C9464,C2174
31173,C9921,C5030
31176,C22269,C529
31176,C4131,C5030
31176,C843,C1685
31177,C22269,C529
31178,C22269,C625
31178,C6810,C625
31179,C6810,C625
31184,C22786,C5900
31185,C22269,C625
31186,C22269,C625
31188,C4651,C706
31190,C16397,C1685
31191,C3380,C22841
31192,C22269,C586
31193,C22269,C1685
31196,C10099,C2109
31197,C10099,C586
31197,C2299,C1685
31197,C9921,C231
31198,C4297,C1707
31200,C2492,C457
31203,C6810,C586
31205,C22269,C586
31206,C22269,C231
31207,C22269,C231
31207,C22269,C586
31207,C6189,C625
31208,C22269,C231
31209,C22269,C231
31209,C2492,C457
31209,C3336,C1685
31209,C5948,C706
31209,C6810,C625
31210,C22269,C231
31211,C22269,C231
31211,C6810,C625
31215,C2493,C5030
31216,C22269,C586
31216,C2480,C9544
31217,C22269,C586
31217,C4914,C1685
31217,C5939,C586
31217,C8914,C2174
31217,C9921,C5136
31218,C421,C1065
31220,C5948,C1065
31220,C5948,C586
31222,C22786,C22786
31222,C5948,C2109
31222,C5948,C529
31223,C6758,C1707
31224,C22269,C586
31225,C3380,C22841
31237,C9921,C586
31239,C9696,C3349
31240,C2303,C706
31240,C8483,C457
31241,C2989,C706
31242,C10125,C5030
31244,C10125,C467
31246,C22786,C1883
31248,C421,C1065
31249,C9715,C706
31251,C10125,C1707
31251,C10125,C5030
31252,C3380,C22841
31254,C10125,C586
31254,C4858,C706
31258,C1645,C1685
31258,C9921,C3396
31260,C9921,C1707
31261,C10125,C5136
31262,C9921,C612
31266,C9705,C5030
31267,C4297,C5030
31269,C2492,C457
31274,C2604,C5030
31274,C9705,C706
31275,C1506,C1707
31279,C5948,C457
31279,C5948,C528
31280,C5323,C1707
31281,C5948,C1065
31282,C22269,C586
31283,C22269,C586
31284,C6810,C706
31285,C4112,C5030
31285,C6810,C706
31287,C3380,C22841
31290,C10125,C1065
31290,C5934,C706
31291,C22269,C586
31291,C5857,C231
31291,C9806,C5030
31292,C10125,C4407
31292,C10125,C467
31292,C10125,C5720
31292,C10125,C5721
31292,C10125,C743
31294,C274,C1707
31297,C122,C5030
31297,C2480,C8383
31301,C5176,C529
31301,C6810,C625
31304,C22269,C586
31305,C22269,C586
31307,C22269,C586
31307,C3554,C612
31308,C22269,C586
31309,C992,C1707
31313,C3380,C22841
31317,C161,C706
31317,C343,C528
31317,C343,C625
31320,C5358,C706
31324,C3694,C529
31324,C9806,C706
31325,C608,C5030
31329,C2492,C457
31329,C3451,C706
31335,C3616,C706
31340,C6810,C1685
31342,C2438,C1685
31342,C6810,C1685
31345,C6367,C585
31349,C3380,C22841
31349,C4165,C5030
31349,C9921,C231
31350,C6367,C5721
31351,C6367,C743
31358,C1435,C706
31363,C10331,C625
31372,C4412,C706
31373,C9426,C528
31373,C9426,C529
31374,C3380,C22841
31380,C3131,C1065
31380,C7298,C2565
31385,C6346,C586
31389,C2492,C457
31390,C2749,C1685
31393,C8310,C743
31395,C1357,C1707
31396,C2749,C706
31403,C5857,C1685
31407,C23931,C1685
31407,C23931,C1707
31407,C3238,C1685
31407,C5763,C1262
31407,C894,C5030
31411,C3380,C22841
31416,C10125,C612
31419,C2496,C5030
31421,C3380,C22841
31423,C2548,C706
31423,C5939,C586
31427,C4271,C5030
31431,C2798,C1685
31436,C10125,C706
31437,C4616,C1685
31438,C8483,C457
31444,C5939,C457
31444,C5939,C612
31445,C3554,C612
31446,C5939,C1065
31447,C5939,C467
31448,C8483,C457
31448,C8483,C625
31449,C2492,C457
31456,C2229,C706
31457,C8268,C754
31460,C10430,C1065
31460,C10430,C2109
31461,C10407,C586
31463,C10407,C1707
31466,C10407,C5640
31470,C1936,C1685
31472,C5279,C5030
31472,C831,C706
31473,C3380,C22841
31482,C22786,C586
31484,C1653,C706
31485,C2021,C2303
31485,C9535,C625
31490,C154,C1707
31494,C3694,C706
31495,C10125,C231
31496,C3380,C22841
31500,C2492,C457
31501,C3457,C1707
31502,C18184,C18184
31504,C5939,C457
31505,C18345,C1685
31505,C5939,C467
31505,C8483,C1685
31506,C18345,C1707
31507,C5939,C2109
31507,C5939,C586
31508,C9921,C5030
31509,C2492,C457
31513,C4131,C706
31513,C6346,C586
31515,C831,C1685
31518,C2626,C706
31519,C7298,C5472
31521,C9535,C3349
31524,C4015,C706
31533,C3440,C1685
31535,C3380,C22841
31536,C9715,C754
31536,C992,C706
31538,C3607,C1685
31538,C3607,C1707
31538,C768,C5030
31542,C274,C5030
31546,C10430,C231
31546,C10529,C457
31546,C10529,C528
31547,C10529,C2109
31547,C1653,C586
31547,C1653,C612
31550,C10529,C1065
31550,C10529,C467
31552,C2548,C5030
31555,C1653,C1065
31557,C10541,C1065
31557,C3380,C22841
31560,C5948,C2109
31561,C10529,C5030
31562,C10407,C2109
31562,C10407,C467
31564,C5827,C467
31565,C6509,C359
31568,C4352,C743
31569,C2492,C457
31571,C10529,C586
31571,C1653,C457
31572,C409,C5030
31573,C5939,C467
31574,C5939,C586
31575,C1423,C1707
31575,C5939,C467
31575,C5939,C586
31576,C10529,C5588
31578,C10529,C586
31578,C3554,C612
31578,C4291,C1944
31578,C5939,C586
31581,C10407,C706
31581,C3554,C1685
31581,C5939,C586
31582,C3587,C5030
31583,C2493,C1707
31584,C5939,C586
31585,C2229,C1685
31585,C5487,C1707
31587,C5939,C612
31587,C6537,C3058
31588,C10430,C529
31589,C10430,C457
31590,C5939,C2109
31592,C6758,C706
31594,C4165,C1707
31595,C3204,C706
31596,C5939,C586
31597,C3380,C22841
31599,C10239,C467
31599,C3405,C706
31600,C5939,C586
31601,C6810,C586
31602,C421,C706
31603,C5939,C586
31604,C18636,C1707
31605,C18636,C1685
31605,C3380,C2013
31610,C10407,C231
31611,C10529,C528
31613,C10430,C5030
31613,C5956,C706
31613,C9535,C2174
31617,C10239,C457
31618,C3380,C22841
31625,C8483,C359
31626,C2320,C467
31627,C2850,C706
31628,C4835,C5030
31629,C1423,C5030
31629,C2492,C457
31629,C6537,C5736
31632,C2683,C5030
31634,C10430,C586
31638,C2584,C1685
31639,C10239,C5030
31639,C5857,C1685
31644,C4600,C706
31647,C2852,C706
31647,C4858,C1685
31654,C13488,C1685
31655,C3198,C1707
31656,C8951,C2109
31658,C1453,C706
31659,C10407,C5030
31659,C3238,C5721
31659,C3380,C22841
31660,C26164,C1685
31660,C26164,C1707
31660,C3238,C585
31666,C194,C706
31666,C9578,C1685
31667,C1357,C1707
31669,C2438,C1867
31669,C5948,C1065
31669,C5948,C625
31670,C3044,C5030
31671,C3143,C706
31671,C5045,C1707
31671,C5948,C457
31672,C5948,C612
31677,C7040,C1685
31678,C2827,C706
31678,C7040,C1707
31678,C9705,C457
31678,C9705,C467
31679,C3380,C22841
31681,C4377,C706
31683,C2769,C144
31683,C85,C1685
31687,C7298,C9580
31689,C2492,C457
31690,C4077,C1707
31692,C1804,C1707
31693,C10694,C528
31693,C10694,C529
31693,C10694,C612
31693,C10694,C625
31693,C3544,C5030
31695,C2769,C2626
31695,C3380,C22167
31696,C10694,C2109
31696,C10694,C467
31696,C2320,C5640
31696,C2769,C1950
31697,C10694,C457
31698,C10694,C1065
31703,C10694,C1707
31703,C10694,C586
31703,C5948,C586
31704,C4858,C5030
31707,C3122,C1707
31708,C10239,C706
31709,C10694,C1707
31710,C8268,C2174
31710,C9715,C3349
31718,C814,C1685
31720,C9715,C2174
31721,C3380,C22841
31722,C2683,C6994
31722,C3380,C22841
31722,C58,C1707
31724,C2769,C2866
31725,C6857,C706
31726,C10713,C457
31726,C10713,C586
31728,C3616,C1685
31730,C6758,C5030
31732,C5948,C625
31733,C10529,C529
31733,C3664,C706
31734,C5948,C457
31735,C5948,C529
31739,C154,C706
31739,C5948,C706
31740,C3380,C22841
31743,C4515,C1707
31744,C709,C1707
31745,C3198,C5030
31747,C843,C586
31749,C2492,C457
31751,C10694,C706
31751,C806,C5030
31752,C4559,C5030
31752,C5857,C359
31758,C5857,C706
31761,C10529,C706
31761,C5948,C359
31764,C9870,C1685
31765,C4254,C5030
31765,C9870,C1707
31770,C10430,C2109
31770,C154,C359
31771,C10694,C231
31771,C5913,C1685
31772,C3143,C1707
31773,C9696,C586
31774,C10713,C586
31774,C5913,C1685
31775,C5913,C1685
31776,C2668,C706
31779,C10430,C529
31779,C2893,C706
31782,C2626,C706
31783,C3380,C22841
31787,C3484,C1685
31789,C10529,C231
31796,C2032,C706
31797,C2436,C706
31800,C2492,C457
31801,C3380,C22841
31802,C10713,C457
31802,C10713,C625
31804,C10799,C1065
31805,C453,C1707
31806,C10713,C5030
31807,C768,C1685
31809,C2492,C457
31810,C3336,C706
31811,C10694,C467
31812,C5913,C625
31812,C9806,C528
31813,C3198,C1707
31813,C5913,C625
31814,C10694,C586
31814,C5913,C467
31814,C5913,C529
31815,C5913,C529
31816,C1300,C706
31817,C2480,C6777
31817,C5913,C625
31818,C5913,C625
31819,C10529,C5030
31819,C5913,C625
31820,C5913,C625
31829,C10694,C529
31830,C354,C706
31830,C9806,C231
31831,C10430,C706
31832,C2683,C706
31838,C10694,C1707
31838,C9705,C754
31841,C159,C1707
31841,C85,C1685
31844,C10713,C22529
31845,C3380,C22841
31845,C4722,C2436
31846,C5763,C3634
31846,C85,C5030
31849,C5913,C528
31855,C1936,C2079
31855,C814,C1685
31860,C2438,C5030
31860,C5953,C706
31862,C3380,C22841
31870,C2492,C457
31870,C3444,C5030
31871,C4291,C706
31871,C4914,C5030
31873,C5939,C586
31874,C5939,C586
31875,C5939,C586
31876,C5913,C529
31877,C10713,C2109
31877,C1936,C2079
31877,C5913,C706
31877,C5939,C586
31878,C5913,C625
31879,C5913,C706
31879,C5939,C2109
31880,C5913,C706
31880,C608,C1707
31883,C5939,C625
31884,C5939,C612
31885,C5939,C586
31888,C6346,C612
31889,C5939,C586
31890,C24595,C1685
31890,C24595,C1707
31890,C3165,C529
31890,C3165,C706
31890,C4112,C706
31891,C1191,C1685
31892,C5939,C467
31893,C631,C5030
31894,C5939,C467
31896,C843,C5030
31899,C6037,C1707
31907,C3380,C22841
31911,C2422,C5030
31912,C6346,C1707
31913,C6346,C1707
31915,C5763,C1027
31917,C10799,C5030
31917,C10925,C2109
31917,C10925,C467
31917,C10925,C586
31918,C10925,C457
31918,C10925,C529
31918,C10925,C612
31918,C10925,C625
31920,C10925,C625
31920,C10931,C1065
31920,C10931,C528
31920,C1754,C706
31921,C10931,C457
31921,C10931,C612
31921,C5154,C1707
31922,C421,C1065
31923,C10430,C5030
31923,C2480,C5030
31923,C3380,C22841
31926,C5742,C1065
31927,C831,C1685
31928,C5934,C2174
31930,C2492,C457
31931,C5742,C1707
31931,C9921,C2109
31932,C4297,C706
31939,C3254,C706
31941,C10925,C5030
31941,C10925,C528
31941,C10951,C457
31941,C5939,C612
31942,C10951,C612
31943,C10952,C529
31943,C5939,C625
31945,C10952,C1685
31946,C10430,C231
31947,C10925,C5030
31947,C10951,C3396
31947,C5742,C5721
31947,C5742,C585
31947,C9806,C754
31948,C5939,C586
31949,C10925,C1685
31949,C5111,C706
31949,C6897,C706
31952,C421,C1065
31953,C10925,C586
31953,C4653,C706
31955,C5742,C1707
31960,C6897,C5030
31962,C10799,C529
31962,C10951,C612
31962,C4618,C1685
31963,C7298,C5521
31964,C10799,C1685
31964,C10966,C528
31969,C3380,C22841
31970,C3587,C1685
31971,C10925,C1065
31974,C5827,C5782
31979,C10541,C3349
31979,C154,C1707
31981,C2480,C9855
31981,C4352,C5030
31984,C3380,C22841
31986,C10925,C706
31987,C10799,C457
31989,C3444,C2436
31989,C5763,C871
31990,C2492,C457
31990,C94,C1707
31992,C9806,C3439
31993,C3869,C5030
31995,C1515,C706
31995,C22786,C1707
31996,C10713,C706
31996,C22786,C1685
31996,C3026,C1183
31999,C10925,C231
31999,C11004,C1065
31999,C11004,C586
32000,C2472,C706
32000,C3143,C1707
32001,C10925,C467
32001,C9535,C754
32003,C8483,C457
32011,C768,C612
32012,C4352,C706
32012,C768,C1685
32012,C768,C612
32017,C337,C1685
32021,C7898,C1685
32023,C10951,C231
32023,C10951,C457
32024,C6537,C706
32025,C6367,C1685
32025,C657,C1685
32027,C4271,C1685
32029,C10951,C2162
32031,C3380,C22841
32034,C10951,C5736
32034,C10951,C585
32035,C10951,C5721
32036,C768,C586
32037,C10799,C1065
32038,C10951,C529
32038,C10951,C5932
32040,C10951,C5720
32040,C274,C706
32040,C5111,C1685
32044,C10713,C3574
32045,C10713,C5721
32045,C10713,C585
32045,C3380,C22841
32047,C17065,C1685
32047,C27171,C2109
32047,C27171,C529
32047,C27171,C612
32047,C27171,C625
32048,C27171,C528
32048,C27171,C586
32050,C2492,C457
32050,C27171,C1065
32050,C27171,C467
32050,C3021,C586
32050,C5913,C706
32053,C27171,C1065
32058,C9705,C2174
32064,C10951,C1707
32064,C27171,C5030
32065,C27171,C2109
32066,C768,C1065
32068,C27171,C1685
32070,C2871,C706
32072,C5913,C529
32073,C5913,C529
32074,C515,C706
32074,C768,C706
32076,C194,C1707
32077,C27171,C5030
32078,C1653,C529
32078,C409,C1685
32078,C843,C1685
32086,C16397,C1685
32086,C16397,C1707
32088,C10430,C754
32090,C1624,C5030
32093,C3380,C22841
32093,C4291,C1685
32096,C10799,C586
32097,C11077,C2109
32097,C11077,C528
32100,C2492,C457
32101,C1191,C626
32106,C3380,C22841
32107,C5948,C528
32107,C5956,C5030
32108,C5948,C625
32109,C64,C5030
32110,C2492,C457
32110,C5948,C528
32111,C1205,C1685
32111,C5948,C612
32112,C5913,C625
32113,C5913,C625
32113,C8958,C1707
32114,C5913,C625
32115,C5913,C625
32115,C5913,C706
32116,C5913,C625
32117,C5913,C625
32118,C5913,C625
32119,C2480,C8340
32123,C4291,C5030
32124,C6346,C586
32125,C6758,C1707
32127,C2769,C1443
32130,C10925,C528
32130,C10925,C612
32134,C10951,C231
32135,C1191,C419
32136,C5948,C2109
32137,C5948,C2109
32137,C920,C706
32138,C5948,C2109
32139,C5948,C528
32139,C85,C706
32140,C1936,C706
32142,C5948,C2109
32144,C5948,C586
32147,C11004,C2109
32149,C5948,C2109
32150,C11114,C528
32150,C11114,C612
32152,C453,C5030
32154,C5948,C528
32155,C3380,C22841
32157,C5948,C528
32159,C10799,C706
32162,C11142,C2109
32162,C11142,C625
32163,C1108,C5030
32163,C5948,C528
32165,C27171,C529
32167,C27171,C2480
32167,C3380,C22841
32168,C27171,C1065
32168,C27171,C5720
32168,C27171,C585
32168,C5948,C2109
32168,C5948,C528
32168,C881,C5030
32170,C2492,C457
32170,C5948,C612
32171,C1105,C1685
32171,C5948,C625
32172,C10951,C612
32175,C10951,C467
32176,C5913,C529
32176,C5948,C2109
32177,C5323,C5030
32178,C1506,C1707
32178,C5913,C529
32178,C5948,C2109
32179,C5913,C529
32180,C5913,C1065
32181,C5913,C529
32182,C409,C706
32182,C5913,C529
32190,C2480,C2479
32190,C5279,C706
32197,C11004,C612
32202,C11114,C5030
32203,C11142,C1065
32203,C11161,C457
32203,C11161,C586
32203,C16096,C2588
32203,C6810,C625
32204,C10951,C706
32205,C3440,C5030
32212,C11142,C5030
32212,C5742,C706
32215,C1435,C1707
32217,C2496,C706
32217,C3380,C22841
32219,C11114,C612
32220,C11114,C528
32221,C436,C5030
32221,C4753,C1707
32223,C5337,C706
32224,C10239,C586
32228,C3380,C22841
32229,C4291,C231
32230,C11132,C612
32230,C11161,C2109
32230,C2492,C457
32231,C27171,C457
32233,C10694,C706
32233,C2038,C16008
32235,C10407,C5720
32235,C10407,C585
32235,C11004,C1685
32236,C10407,C1065
32238,C11114,C457
32238,C11161,C5030
32238,C6346,C586
32238,C9063,C359
32243,C11142,C625
32245,C11142,C1065
32247,C27171,C706
32248,C6810,C1685
32249,C11142,C586
32250,C11142,C231
32251,C1105,C457
32251,C2989,C1707
32254,C11142,C2983
32255,C11161,C586
32256,C3381,C5030
32257,C11114,C231
32258,C11161,C2109
32259,C3534,C706
32261,C11132,C5030
32264,C17731,C2109
32276,C1108,C1685
32279,C3380,C22841
32280,C10713,C231
32280,C1243,C706
32280,C27171,C231
32286,C4377,C5030
32288,C657,C229
32289,C3380,C22841
32290,C2492,C457
32290,C8443,C1707
32291,C2480,C10313
32291,C5763,C3682
32293,C1645,C706
32294,C2320,C467
32295,C10239,C2438
32295,C10239,C2480
32295,C10239,C2980
32295,C2480,C10313
32297,C1357,C1707
32301,C11132,C528
32302,C11132,C1707
32307,C4693,C706
32308,C5939,C467
32309,C5939,C612
32310,C11132,C5136
32310,C11132,C612
32310,C5939,C529
32311,C5939,C457
32312,C20312,C1685
32312,C20312,C1707
32319,C814,C706
32323,C3629,C1685
32325,C5939,C586
32330,C6810,C586
32332,C4753,C706
32332,C831,C5030
32333,C2798,C1685
32335,C11004,C1065
32339,C11004,C467
32340,C24806,C1685
