time,user_domain,src_computer,dst_computer,redteam_flag
1243526,U1506@DOM1,C17693,C423,1
1243550,U1506@DOM1,C17693,C3610,1
1243561,U1506@DOM1,C17693,C92,1
1243623,U7594@DOM1,C17693,C16563,1
1244616,U114@DOM1,C17693,C3610,1
1244667,U114@DOM1,C17693,C2388,1
1244695,U114@DOM1,C17693,C1710,1
1245222,U1106@DOM1,C17693,C4554,1
1245398,U1106@DOM1,C17693,C21919,1
1245678,U3575@DOM1,C17693,C5030,1
1246243,U3206@DOM1,C17693,C8585,1
1246511,U8777@DOM1,C17693,C1710,1
1246653,U114@DOM1,C17693,C1710,1
1251013,U3549@DOM1,C17693,C1887,1
1251033,U3549@DOM1,C17693,C1887,1
1251067,U3549@DOM1,C17693,C586,1
1251573,U3549@DOM1,C17693,C457,1
1253697,U3549@DOM1,C17693,C457,1
1254446,U227@DOM1,C17693,C177,1
1255347,U3549@DOM1,C17693,C457,1
1328198,U737@DOM1,C19932,C467,1
1328340,U86@DOM1,C17693,C395,1
1328400,U86@DOM1,C17693,C395,1
1328481,U86@DOM1,C17693,C395,1
1351641,U8168@C685,C17693,C685,1
1351661,U8168@C685,C17693,C685,1
1351845,U8168@C685,C17693,C685,1
1352110,U679@DOM1,C17693,C1980,1
1353700,U8777@C3388,C17693,C3388,1
1353706,U8777@C3388,C17693,C3388,1
1353975,U8777@C3388,C17693,C3388,1
1355036,U8777@C3388,C17693,C3388,1
1355106,U8777@C1500,C17693,C1500,1
1355621,U24@DOM1,C17693,C3435,1
1356094,U679@DOM1,C17693,C1980,1
1358383,U7311@DOM1,C17693,C977,1
1358404,U7311@DOM1,C17693,C977,1
1359668,U7507@DOM1,C17693,C486,1
1359680,U7507@DOM1,C17693,C1015,1
1359792,U415@DOM1,C17693,C486,1
1361496,U8170@DOM1,C17693,C1269,1
1361921,U524@DOM1,C17693,C15,1
1362045,U524@DOM1,C17693,C15,1
1362624,U8840@DOM1,C17693,C370,1
1363252,U1306@DOM1,C17693,C791,1
1363492,U415@DOM1,C17693,C486,1
1758226,U737@DOM1,C19932,C467,1
1847858,U66@DOM1,C17693,C2725,1
1847888,U66@DOM1,C17693,C2725,1
1847922,U66@DOM1,C17693,C2725,1
1852419,U3764@DOM1,C17693,C9723,1
1931895,U737@DOM1,C19932,C612,1
2296175,U212@DOM1,C17693,C126,1
2296329,U293@DOM1,C17693,C3422,1
2296449,U8601@DOM1,C17693,C10817,1
2297658,U5087@DOM1,C17693,C1448,1
2297696,U4978@DOM1,C17693,C1448,1
2300154,U1467@C3597,C17693,C3597,1
2301630,U3005@DOM1,C17693,C3629,1
2301831,U342@DOM1,C17693,C2519,1
2303049,U3005@DOM1,C17693,C2012,1
2303227,U3005@DOM1,C17693,C1936,1
2303390,U3005@DOM1,C17693,C3380,1
2303505,U3406@DOM1,C17693,C8209,1
2303559,U3005@DOM1,C17693,C8209,1
2303788,U10379@C3521,C17693,C3521,1
2303870,U995@DOM1,C17693,C1014,1
2304805,U1600@DOM1,C17693,C16088,1
2304891,U66@DOM1,C17693,C3288,1
2304904,U5087@DOM1,C17693,C21963,1
2304959,U5087@DOM1,C17693,C1268,1
2305081,U795@DOM1,C17693,C10005,1
2305203,U12@DOM1,C17693,C368,1
2305324,U12@DOM1,C17693,C366,1
2305554,U4448@DOM1,C17693,C1555,1
2305762,U1048@DOM1,C17693,C12320,1
2306980,U6572@DOM1,C17693,C90,1
2307167,U737@DOM1,C17693,C2578,1
2364275,U4978@DOM1,C17693,C1448,1
2365209,U8777@C583,C17693,C583,1
2367407,U66@DOM1,C17693,C3699,1
2370126,U66@DOM1,C17693,C5653,1
2370254,U374@DOM1,C17693,C1461,1
2372194,U66@DOM1,C17693,C626,1
2372551,U66@DOM1,C17693,C626,1
2373636,U1145@DOM1,C17693,C2877,1
2383984,U737@DOM1,C19932,C529,1
2461523,U3718@DOM1,C17693,C9692,1
2461523,U3718@DOM1,C17693,C9692,1
2468190,U737@DOM1,C19932,C457,1
2536079,U737@DOM1,C19932,C625,1
2550137,U737@DOM1,C19932,C108,1
2550446,U737@DOM1,C19932,C108,1
2551401,U737@DOM1,C19932,C108,1
2551501,U737@DOM1,C19932,C108,1
2551583,U737@DOM1,C19932,C108,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U9263@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2552687,U655@DOM1,C17693,C828,1
2557047,U737@DOM1,C19932,C108,1
