time,duration,src_computer,src_port,dst_computer,dst_port,protocol,packet_count,byte_count
716,0,C706,80.0,C2567,,6,7,4148
716,1,C3173,,C1185,,6,3,138
716,12,C2514,,C612,445.0,6,17,4403
716,12,C612,445.0,C2514,,6,14,2152
716,12,C612,445.0,C2514,,6,15,2418
716,34,C1903,,C5720,445.0,6,4,278
716,60,C2567,,C706,80.0,6,9,3800
717,0,C161,,C467,,6,9,3162
717,0,C161,,C467,,6,8,2671
717,0,C161,,C467,,6,9,2755
717,0,C161,,C528,88.0,6,6,1821
717,0,C161,,C467,389.0,17,1,157
717,0,C1685,,C23098,,6,4,445
717,0,C17926,,C22112,,6,1,46
717,0,C17926,,C22112,,6,1,46
717,0,C17926,,C22112,,6,1,46
717,0,C17926,,C22112,,6,1,46
717,0,C22112,,C17926,,6,1,64
717,0,C22112,,C17926,,6,1,64
717,0,C22112,,C17926,,6,1,64
717,0,C22112,,C17926,,6,1,64
717,0,C23098,,C1685,,6,6,922
717,0,C3083,,C5788,,6,1,64
717,0,C467,389.0,C161,,17,1,193
717,0,C467,,C161,,6,7,2003
717,0,C467,,C161,,6,6,1918
717,0,C467,,C161,,6,6,2552
717,0,C467,,C161,,6,7,3942
717,0,C528,88.0,C161,,6,6,1780
717,0,C5788,,C3083,,6,1,46
717,1,C3173,,C1554,,6,3,138
717,10,C4508,,C1707,,6,7,1265
717,10,C528,445.0,C255,,6,9,2359
717,13,C4550,,C5030,443.0,6,8,2812
717,13,C5030,443.0,C4550,,6,9,2455
717,6,C1707,,C4508,,6,5,2791
717,65,C5736,2049.0,C11573,,6,236,39712
718,0,C17926,,C22112,,6,1,46
718,0,C22112,,C17926,,6,1,64
718,61,C8553,,C2588,,6,5,263
718,66,C2300,,C5721,445.0,6,244,85449
719,0,C16054,,C19924,,6,1,46
719,0,C16137,,C7632,,6,1,48
719,0,C16137,,C7632,,6,1,48
719,0,C1685,,C21893,,6,4,372
719,0,C1685,,C21893,,6,4,372
719,0,C1685,,C21893,,6,4,372
719,0,C1707,,C21893,,6,4,376
719,0,C1707,,C21893,,6,4,376
719,0,C1707,,C21893,,6,4,376
719,0,C17926,,C22112,,6,1,46
719,0,C19924,,C16054,,6,1,64
719,0,C21893,,C1685,,6,6,429
719,0,C21893,,C1685,,6,6,430
719,0,C21893,,C1707,,6,7,481
719,0,C21893,,C1707,,6,7,472
719,0,C21893,,C1685,,6,6,420
719,0,C21893,,C1707,,6,6,430
719,0,C22112,,C17926,,6,1,64
719,0,C274,,C528,445.0,6,1,52
719,0,C3083,,C5788,,6,1,64
719,0,C528,445.0,C274,,6,1,46
719,0,C5788,,C3083,,6,1,46
719,1,C4233,,C467,,1,2,120
719,1,C467,,C4233,,1,2,120
719,12,C4233,,C467,445.0,6,17,4347
719,3,C24448,137.0,C4920,137.0,17,3,288
719,55,C458,1433.0,C113,,6,6,516
719,60,C1336,,C2588,,6,3,138
719,60,C1526,,C2588,,6,4,184
719,60,C15930,,C2588,,6,3,157
719,60,C2056,,C2588,,6,3,138
719,60,C2293,,C2588,,6,3,138
719,60,C2588,,C1336,,6,3,138
719,60,C2588,,C15930,,6,3,158
719,60,C2588,,C2056,,6,3,138
719,60,C2588,,C2293,,6,3,138
719,60,C2588,,C2645,,6,3,138
719,60,C2588,,C396,,6,3,158
719,60,C2588,,C4915,,6,3,138
719,60,C2588,,C770,,6,3,138
719,60,C2588,,C788,,6,3,138
719,60,C2588,,C940,,6,3,138
719,60,C2645,,C2588,,6,3,138
719,60,C396,,C2588,,6,3,157
719,60,C4915,,C2588,,6,3,138
719,60,C770,,C2588,,6,3,138
719,60,C788,,C2588,,6,3,138
719,60,C940,,C2588,,6,3,138
719,61,C2588,,C1526,,6,4,184
720,0,C1008,138.0,C586,138.0,17,1,207
720,0,C16054,,C19924,,6,1,46
720,0,C17926,,C22112,,6,1,46
720,0,C17926,,C22112,,6,1,46
720,0,C19924,,C16054,,6,1,64
720,0,C22112,,C17926,,6,1,64
720,0,C22112,,C17926,,6,1,64
720,0,C3083,,C5788,,6,1,64
720,0,C3083,,C5788,,6,1,64
720,0,C528,389.0,C3668,,6,12,6988
720,0,C528,,C2538,,1,2,120
720,0,C5788,,C3083,,6,1,46
720,0,C5788,,C3083,,6,1,46
720,1,C1008,137.0,C4174,137.0,17,2,156
720,1,C4174,137.0,C1008,137.0,17,2,180
720,11,C467,445.0,C4233,,6,14,2169
720,11,C467,445.0,C4233,,6,15,2418
720,11,C528,445.0,C2538,,6,15,2418
721,0,C1008,,C586,389.0,17,1,193
721,0,C16054,,C19924,,6,1,46
721,0,C1685,,C21893,,6,5,2694
721,0,C1685,,C26119,,6,4,372
721,0,C1685,,C26119,,6,4,372
721,0,C1685,,C26119,,6,4,372
721,0,C17,,C1883,445.0,6,1,52
721,0,C1707,,C26119,,6,4,376
721,0,C1707,,C26119,,6,4,376
721,0,C1707,,C26119,,6,4,376
721,0,C1883,445.0,C17,,6,1,46
721,0,C19924,,C16054,,6,1,64
721,0,C21893,,C1685,,6,7,1262
721,0,C26119,,C1707,,6,6,429
721,0,C26119,,C1685,,6,6,430
721,0,C26119,,C1707,,6,6,420
721,0,C26119,,C1707,,6,6,430
721,0,C26119,,C1685,,6,6,420
721,0,C26119,,C1685,,6,6,429
721,0,C586,389.0,C1008,,17,1,193
721,10,C1008,,C586,139.0,6,12,1507
721,10,C1008,,C586,139.0,6,13,1531
721,10,C1008,,C586,139.0,6,14,4295
721,10,C1231,,C1685,,6,6,1213
721,10,C4858,,C1685,,6,6,1218
721,10,C586,139.0,C1008,,6,10,1562
721,10,C586,139.0,C1008,,6,11,1667
721,10,C586,139.0,C1008,,6,12,1411
721,11,C3370,,C1707,,6,9,2995
721,2,C4254,137.0,C4920,137.0,17,3,234
721,2,C4920,137.0,C4254,137.0,17,3,252
721,35,C23098,,C7632,,6,10,592
721,4,C480,,C875,,6,5,237
721,4,C875,,C480,,6,8,437
721,5,C4174,137.0,C4254,137.0,17,6,522
721,5,C4254,137.0,C4174,137.0,17,6,468
721,55,C458,,C113,,6,72,54150
721,6,C1685,,C1231,,6,4,2752
721,6,C1685,,C4858,,6,4,2748
721,7,C1707,,C3370,,6,6,2975
722,0,C1685,,C21893,,6,4,445
722,0,C17926,,C22112,,6,1,46
722,0,C17926,,C22112,,6,1,46
722,0,C21893,,C1685,,6,6,922
722,0,C22112,,C17926,,6,1,64
722,0,C22112,,C17926,,6,1,64
722,10,C2802,,C1685,,6,6,1254
722,11,C528,445.0,C5671,,6,15,2418
722,20,C528,,C5671,,1,5,286
722,6,C1685,,C2802,,6,4,2752
722,60,C23382,,C5736,2049.0,6,12,1536
722,60,C5736,2049.0,C23382,,6,6,968
722,71,C3173,445.0,C1538,,6,318,33443
723,0,C16054,,C19924,,6,1,46
723,0,C1685,,C26119,,6,4,2642
723,0,C17926,,C22112,,6,1,46
723,0,C19924,,C16054,,6,1,64
723,0,C2027,,C706,80.0,6,1,46
723,0,C22112,,C17926,,6,1,64
723,0,C26119,,C1685,,6,6,1242
723,0,C3083,,C5788,,6,1,64
723,0,C5788,,C3083,,6,1,46
723,0,C706,80.0,C161,,6,7,4130
723,11,C3578,,C1685,,6,9,3000
723,6,C1685,,C3578,,6,6,2972
723,61,C161,,C706,80.0,6,9,3469
723,9,C3871,,C23147,,6,3,144
724,0,C1056,445.0,C379,,6,1,46
724,0,C2109,389.0,C4782,,17,1,195
724,0,C2109,,C4782,,1,3,166
724,0,C2591,,C586,,1,2,120
724,0,C3083,,C5788,,6,1,64
724,0,C379,,C1056,445.0,6,1,52
724,0,C4020,,C706,80.0,6,1,46
724,0,C457,389.0,C4782,,17,1,193
724,0,C457,389.0,C5705,,17,1,117
724,0,C457,389.0,C5705,,17,1,191
724,0,C4782,,C625,389.0,6,9,2717
724,0,C4782,,C625,389.0,6,9,2717
724,0,C4782,,C625,389.0,6,11,3154
724,0,C4782,,C625,389.0,6,9,2717
724,0,C4782,,C457,389.0,17,1,236
724,0,C4782,,C2109,389.0,17,1,193
724,0,C4782,,C2109,,1,3,166
724,0,C5705,,C457,389.0,17,1,80
724,0,C5705,,C457,389.0,17,1,108
724,0,C5736,445.0,C893,,6,1,46
724,0,C5788,,C3083,,6,1,46
724,0,C586,,C2591,,1,2,120
724,0,C625,389.0,C4782,,6,8,1779
724,0,C625,389.0,C4782,,6,7,1743
724,0,C625,389.0,C4782,,6,10,4179
724,0,C625,389.0,C4782,,6,8,1779
724,0,C893,,C5736,445.0,6,1,46
724,1,C2109,389.0,C4782,,6,7,846
724,1,C2109,389.0,C4782,,6,29,30974
724,1,C4782,,C2109,389.0,6,9,2191
724,1,C4782,,C2109,389.0,6,22,6267
724,10,C2148,,C1707,,6,6,1155
724,11,C2616,,C585,445.0,6,26,5761
724,21,C1991,137.0,C4174,137.0,17,2,156
724,21,C1991,137.0,C4920,137.0,17,2,156
724,21,C4174,137.0,C1991,137.0,17,2,168
724,21,C4920,137.0,C1991,137.0,17,2,180
724,3,C2616,,C5720,445.0,6,65,34754
724,30,C2109,135.0,C4782,,6,5,432
724,30,C457,135.0,C4782,,6,6,800
724,30,C457,,C4782,,6,5,436
724,30,C4782,,C2109,135.0,6,7,540
724,30,C4782,,C457,135.0,6,8,859
724,30,C4782,,C457,,6,7,871
724,31,C2109,,C4782,,6,10,1628
724,31,C4782,,C2109,,6,12,4078
724,34,C5151,,C5721,445.0,6,4,278
724,34,C5721,445.0,C5151,,6,2,186
724,38,C1015,,C297,,6,2,92
724,4,C2591,,C586,445.0,6,17,4347
724,4,C586,445.0,C2591,,6,15,2418
724,5,C2109,445.0,C4782,,6,11,2182
724,5,C4782,,C2109,445.0,6,13,3883
724,6,C1707,,C2148,,6,4,2576
725,0,C1065,389.0,C2827,,6,8,3683
725,0,C1065,389.0,C2827,,6,9,5073
725,0,C15930,,C2588,,6,5,272
725,0,C16054,,C19924,,6,1,46
725,0,C1685,,C26119,,6,4,445
725,0,C1685,,C396,,6,1,52
725,0,C17926,,C22112,,6,1,46
725,0,C17926,,C22112,,6,1,46
725,0,C19924,,C16054,,6,1,64
725,0,C22112,,C17926,,6,1,64
725,0,C22112,,C17926,,6,1,64
725,0,C2584,,C612,,1,2,120
725,0,C2584,,C528,88.0,17,1,1396
725,0,C2588,,C15930,,6,3,168
725,0,C26119,,C1685,,6,6,922
725,0,C2827,,C1065,389.0,6,10,3235
725,0,C3083,,C5788,,6,1,64
725,0,C3083,,C5788,,6,1,64
725,0,C4254,,C457,88.0,17,1,1386
725,0,C4254,,C612,,1,1,60
725,0,C457,389.0,C5611,,17,1,117
725,0,C457,389.0,C5611,,17,1,191
725,0,C457,88.0,C4254,,17,1,1346
725,0,C528,88.0,C2584,,17,1,1391
725,0,C5611,,C457,389.0,17,1,80
725,0,C5611,,C457,389.0,17,1,108
725,0,C5788,,C3083,,6,1,46
725,0,C5788,,C3083,,6,1,46
725,0,C612,,C2584,,1,2,120
725,0,C612,,C4254,,1,1,60
725,1,C3444,,C706,80.0,6,7,2950
725,1,C706,80.0,C3444,,6,4,511
725,10,C863,,C1685,,6,6,1222
725,11,C2559,,C1685,,6,6,1222
725,11,C2584,,C612,445.0,6,17,4347
725,11,C4897,,C1707,,6,9,2988
725,11,C612,445.0,C2584,,6,15,2418
725,16,C5474,,C1970,,6,4,450
725,29,C457,135.0,C4782,,6,5,432
725,29,C457,,C4782,,6,5,548
725,29,C4782,,C457,,6,7,631
725,29,C4782,,C457,135.0,6,7,540
725,3,C4254,,C612,139.0,6,14,3931
725,3,C612,139.0,C4254,,6,11,1478
725,30,C5478,443.0,C443,,6,20,7099
725,5,C1685,,C863,,6,4,2752
725,6,C1685,,C2559,,6,4,2752
725,6,C1707,,C4897,,6,6,2975
725,61,C2026,2049.0,C26188,,6,39,5652
725,61,C26188,,C2026,2049.0,6,53,8252
725,9,C4797,,C24735,,6,3,152
725,9,C4797,,C4116,,6,3,152
725,9,C4797,,C3971,,6,3,152
725,9,C4797,,C128,,6,3,152
725,9,C4797,,C3935,,6,3,152
725,9,C4797,,C4847,,6,3,152
725,9,C4797,,C3469,,6,3,152
725,9,C4797,,C3371,,6,3,152
726,0,C1065,389.0,C2475,,6,6,620
726,0,C1685,,C26119,,6,4,373
726,0,C17926,,C22112,,6,1,46
726,0,C22112,,C17926,,6,1,64
726,0,C2475,,C1065,389.0,6,7,1875
726,0,C2475,,C586,,6,7,1875
726,0,C26119,,C1685,,6,7,1674
726,0,C2957,,C366,445.0,6,1,52
726,0,C3083,,C5788,,6,1,64
726,0,C366,445.0,C2957,,6,1,46
726,0,C4254,,C743,445.0,6,8,2171
726,0,C4254,,C743,139.0,6,2,94
726,0,C4254,,C457,88.0,17,1,1398
726,0,C4254,,C743,,1,1,60
726,0,C457,88.0,C4254,,17,1,1370
726,0,C5474,,C1841,,6,4,654
726,0,C5788,,C3083,,6,1,46
726,0,C586,,C2475,,6,6,620
726,0,C743,139.0,C4254,,6,1,48
726,0,C743,445.0,C4254,,6,6,1092
726,0,C743,,C4254,,1,1,60
726,10,C2277,,C1707,,6,6,1213
726,35,C24954,,C10022,,6,10,592
726,35,C24954,,C7632,,6,10,592
726,55,C4254,,C5720,445.0,6,20,2440
726,55,C5720,445.0,C4254,,6,18,1552
726,6,C1707,,C2277,,6,4,2755
727,0,C16054,,C19924,,6,1,46
727,0,C1685,,C19131,,6,4,372
727,0,C1685,,C19131,,6,4,372
727,0,C1685,,C19131,,6,4,372
727,0,C1707,,C19131,,6,4,376
727,0,C1707,,C19131,,6,4,376
727,0,C1707,,C19131,,6,4,376
727,0,C19131,,C1707,,6,6,420
727,0,C19131,,C1685,,6,7,481
727,0,C19131,,C1685,,6,6,420
727,0,C19131,,C1685,,6,7,482
727,0,C19131,,C1707,,6,6,429
727,0,C19131,,C1707,,6,6,430
727,0,C19924,,C16054,,6,1,64
727,0,C3444,,C467,389.0,17,1,234
727,0,C467,389.0,C3444,,17,1,193
727,0,C706,80.0,C1645,,6,7,4119
727,10,C1439,,C1707,,6,6,1223
727,10,C4847,,C1685,,6,9,2979
727,10,C600,,C1707,,6,6,1222
727,11,C2018,,C1685,,6,9,2967
727,12,C528,445.0,C265,,6,9,1653
727,23,C3444,,C467,135.0,6,7,540
727,23,C3444,,C467,,6,7,627
727,23,C467,135.0,C3444,,6,5,520
727,23,C467,,C3444,,6,5,548
727,25,C2584,,C467,,6,7,631
727,25,C2584,,C467,135.0,6,7,540
727,25,C467,135.0,C2584,,6,4,420
727,25,C467,135.0,C2584,,6,5,520
727,25,C467,,C2584,,6,5,516
727,30,C2475,,C467,,6,7,631
727,30,C2475,,C467,135.0,6,7,540
727,30,C3955,,C625,,6,7,631
727,30,C3955,,C625,135.0,6,7,540
727,30,C467,135.0,C2475,,6,5,520
727,30,C467,,C2475,,6,5,532
727,30,C625,135.0,C3955,,6,5,432
727,30,C625,,C3955,,6,5,532
727,38,C1015,,C486,,6,2,92
727,6,C1685,,C2018,,6,6,2972
727,6,C1685,,C4847,,6,6,2972
727,6,C1707,,C1439,,6,4,2755
727,6,C1707,,C600,,6,4,2755
727,60,C1645,,C706,80.0,6,9,3426
727,9,C1340,,C787,,6,3,144
728,0,C17926,,C22112,,6,1,46
728,0,C17926,,C22112,,6,1,46
728,0,C17926,,C22112,,6,1,46
728,0,C22112,,C17926,,6,1,64
728,0,C22112,,C17926,,6,1,64
728,0,C22112,,C17926,,6,1,64
728,0,C3083,,C5788,,6,1,64
728,0,C3083,,C5788,,6,1,64
728,0,C3083,,C5788,,6,1,64
728,0,C3339,,C625,389.0,6,1,64
728,0,C3339,,C625,389.0,6,1,64
728,0,C5788,,C3083,,6,1,46
728,0,C5788,,C3083,,6,1,46
728,0,C5788,,C3083,,6,1,46
728,0,C625,389.0,C3339,,6,1,46
728,0,C625,389.0,C3339,,6,1,46
728,1,C3173,,C2758,,6,3,138
728,10,C880,,C1707,,6,6,1222
728,14,C3173,135.0,C2758,,6,6,716
728,6,C1707,,C880,,6,4,2755
728,60,C5478,443.0,C25760,,6,43,15006
729,0,C11573,111.0,C5736,,17,1,56
729,0,C1222,,C3812,445.0,6,1,52
729,0,C1685,,C19131,,6,5,2694
729,0,C19131,,C1685,,6,7,1294
729,0,C2226,,C706,80.0,6,1,46
729,0,C3812,445.0,C1222,,6,1,46
729,0,C5030,443.0,C5200,,6,1,1117
729,0,C5200,,C5030,443.0,6,1,46
729,0,C529,389.0,C64,,17,1,193
729,0,C5736,,C11573,111.0,17,1,84
729,0,C64,,C529,389.0,17,1,236
729,0,C706,80.0,C2976,,6,4,515
729,1,C3173,,C2758,,6,3,138
729,1,C586,389.0,C64,,6,10,7207
729,1,C586,389.0,C64,,6,11,7459
729,1,C64,,C586,389.0,6,12,3456
729,10,C1342,,C1685,,6,6,1213
729,35,C25515,,C7632,,6,10,592
729,35,C4135,,C706,80.0,6,12,6469
729,35,C706,80.0,C4135,,6,10,4777
729,6,C1685,,C1342,,6,4,2752
729,60,C2976,,C706,80.0,6,8,2981
729,60,C5474,,C1841,,6,4,392
730,0,C1135,,C529,445.0,6,1,52
730,0,C16054,,C19924,,6,1,46
730,0,C16054,,C19924,,6,1,46
730,0,C1654,80.0,C17592,,6,2,104
730,0,C1685,,C19131,,6,4,445
730,0,C17926,,C22112,,6,1,46
730,0,C19131,,C1685,,6,6,922
730,0,C19924,,C16054,,6,1,64
730,0,C19924,,C16054,,6,1,64
730,0,C22112,,C17926,,6,1,64
730,0,C457,389.0,C5778,,17,1,193
730,0,C529,445.0,C1135,,6,1,46
730,0,C5778,,C457,389.0,17,1,192
730,10,C2909,,C1685,,6,9,2985
730,15,C2556,,C1707,,6,6,1213
730,3,C24568,137.0,C4920,137.0,17,3,234
730,5,C1685,,C2909,,6,6,2972
730,6,C1707,,C2556,,6,4,2755
730,60,C2695,,C5721,445.0,6,8,728
730,60,C5721,445.0,C2695,,6,4,584
731,0,C11573,111.0,C5736,,17,1,56
731,0,C16054,,C19924,,6,1,46
731,0,C16054,,C19924,,6,1,46
731,0,C1973,80.0,C2568,,6,5,448
731,0,C1973,80.0,C2568,,6,5,448
731,0,C1973,80.0,C2568,,6,5,448
731,0,C1973,80.0,C2568,,6,5,448
731,0,C19924,,C16054,,6,1,64
731,0,C19924,,C16054,,6,1,64
731,0,C2320,,C467,445.0,6,17,5319
731,0,C2320,,C467,139.0,6,2,106
731,0,C2320,,C467,88.0,17,1,198
731,0,C2320,,C467,88.0,17,1,276
731,0,C2320,,C467,88.0,17,1,1386
731,0,C2320,,C467,88.0,17,1,1396
731,0,C2568,,C1973,80.0,6,6,1637
731,0,C2568,,C1973,80.0,6,7,1692
731,0,C2568,,C1973,80.0,6,7,1683
731,0,C2568,,C1973,80.0,6,7,1692
731,0,C3083,,C5788,,6,1,64
731,0,C467,139.0,C2320,,6,1,60
731,0,C467,445.0,C2320,,6,15,2561
731,0,C467,88.0,C2320,,17,1,430
731,0,C467,88.0,C2320,,17,1,1398
731,0,C467,88.0,C2320,,17,1,1404
731,0,C467,88.0,C2320,,17,1,1376
731,0,C5736,,C11573,111.0,17,1,84
731,0,C5778,,C586,389.0,17,1,192
731,0,C5788,,C3083,,6,1,46
731,0,C586,389.0,C5778,,17,1,193
731,10,C552,,C1685,,6,6,1222
731,10,C81,,C1685,,6,6,1181
731,13,C1098,,C625,445.0,6,13,4220
731,13,C625,445.0,C1098,,6,9,1653
731,2,C5778,,C586,,1,2,442
731,35,C467,445.0,C2320,,6,2,1168
731,5,C1685,,C552,,6,4,2752
731,6,C1685,,C81,,6,4,2752
731,60,C22112,,C23640,,17,3,282
732,0,C253,,C529,,1,2,120
732,0,C3083,,C5788,,6,1,64
732,0,C3083,,C5788,,6,1,64
732,0,C528,389.0,C1591,,6,12,6988
732,0,C528,88.0,C702,,6,5,1664
732,0,C529,,C253,,1,1,60
732,0,C529,,C253,,1,2,120
732,0,C5788,,C3083,,6,1,46
732,0,C5788,,C3083,,6,1,46
732,1,C2270,,C5721,22.0,6,24,3532
732,1,C5721,22.0,C2270,,6,23,9758
732,10,C4593,,C1707,,6,9,2965
732,11,C253,,C529,445.0,6,13,3831
732,11,C529,445.0,C253,,6,12,2181
732,35,C3471,,C5721,445.0,6,4,278
732,6,C1707,,C4593,,6,6,2975
732,60,C13488,,C22112,,17,3,282
732,60,C22112,,C13488,,17,3,282
732,60,C22112,,C22976,,17,3,282
732,69,C3173,445.0,C1332,,6,305,32064
732,9,C3538,,C4116,,6,3,144
732,9,C3688,1352.0,C3371,,6,3,144
733,0,C529,389.0,C5778,,17,1,193
733,0,C5778,,C529,389.0,17,1,192
733,0,C5778,,C586,389.0,17,1,192
733,0,C586,389.0,C5778,,17,1,193
733,11,C3794,,C1685,,6,9,2926
733,29,C23679,,C12868,,1,30,2520
733,29,C23679,,C14134,,1,30,2520
733,29,C23679,,C21424,,1,30,2520
733,29,C23679,,C21942,,1,30,2520
733,3,C2270,,C5721,22.0,6,20,3356
733,3,C5721,22.0,C2270,,6,18,2442
733,56,C194,137.0,C4174,137.0,17,8,624
733,56,C194,137.0,C4920,137.0,17,8,624
733,56,C4174,137.0,C194,137.0,17,8,672
733,56,C4920,137.0,C194,137.0,17,8,672
733,6,C1685,,C3794,,6,6,2972
734,0,C1173,445.0,C5301,,6,1,46
734,0,C16054,,C19924,,6,1,46
734,0,C17926,,C22112,,6,1,46
734,0,C19924,,C16054,,6,1,64
734,0,C22112,,C17926,,6,1,64
734,0,C2270,,C5720,,6,6,364
734,0,C2270,,C5720,,6,6,444
734,0,C2270,,C5720,111.0,6,6,380
734,0,C3083,,C5788,,6,1,64
734,0,C515,,C528,445.0,6,1,52
734,0,C528,445.0,C515,,6,1,46
734,0,C5301,,C1173,445.0,6,1,52
734,0,C5720,111.0,C2270,,6,4,252
734,0,C5720,,C2270,,6,4,248
734,0,C5720,,C2270,,6,4,248
734,0,C5788,,C3083,,6,1,46
734,0,C706,80.0,C368,,6,4,515
734,0,C706,80.0,C978,,6,4,515
734,10,C1447,,C1685,,6,6,1213
734,5,C1685,,C1447,,6,4,2752
734,60,C368,,C706,80.0,6,8,3008
734,60,C978,,C706,80.0,6,8,3007
734,9,C1670,,C3971,,6,3,144
735,0,C1654,80.0,C17592,,6,2,329
735,0,C1707,,C2961,,6,5,2816
735,0,C1973,80.0,C426,,6,5,448
735,0,C1973,80.0,C426,,6,5,448
735,0,C1973,80.0,C426,,6,5,448
735,0,C1973,80.0,C426,,6,5,448
735,0,C1973,80.0,C5216,,6,5,448
735,0,C1973,80.0,C5216,,6,5,448
735,0,C1973,80.0,C5216,,6,5,448
735,0,C1973,80.0,C5216,,6,5,448
735,0,C2270,,C5721,,6,6,444
735,0,C2270,,C5721,,6,6,364
735,0,C2270,,C5721,111.0,6,6,380
735,0,C2961,,C1707,,6,6,1209
735,0,C3083,,C5788,,6,1,64
735,0,C426,,C1973,80.0,6,7,1703
735,0,C426,,C1973,80.0,6,7,1694
735,0,C426,,C1973,80.0,6,7,1703
735,0,C426,,C1973,80.0,6,7,1694
735,0,C5216,,C1973,80.0,6,7,1692
735,0,C5216,,C1973,80.0,6,7,1683
735,0,C5216,,C1973,80.0,6,7,1692
735,0,C5216,,C1973,80.0,6,7,1683
735,0,C5721,111.0,C2270,,6,4,252
735,0,C5721,,C2270,,6,4,248
735,0,C5721,,C2270,,6,4,248
735,0,C5788,,C3083,,6,1,46
735,10,C3451,,C1685,,6,6,1218
735,12,C1508,,C612,135.0,6,8,1300
735,12,C1508,,C612,,6,7,1499
735,12,C1508,,C2109,135.0,6,7,644
735,12,C2109,135.0,C1508,,6,5,504
735,12,C612,135.0,C1508,,6,6,884
735,12,C612,,C1508,,6,6,1888
735,15,C528,445.0,C169,,6,9,2359
735,32,C1508,,C2109,,6,11,3716
735,32,C2109,,C1508,,6,9,1536
735,6,C1685,,C3451,,6,4,2748
736,0,C1508,,C529,389.0,6,14,4354
736,0,C1508,,C586,389.0,6,11,3509
736,0,C1508,,C586,389.0,17,1,192
736,0,C1508,,C586,389.0,6,10,3729
736,0,C1508,,C586,389.0,6,12,4166
736,0,C1707,,C2961,,6,6,430
736,0,C2961,,C1707,,6,8,4719
736,0,C3083,,C5788,,6,1,64
736,0,C3083,,C5788,,6,1,64
736,0,C3083,,C5788,,6,1,64
736,0,C3440,137.0,C4920,137.0,17,1,78
736,0,C3440,,C612,389.0,17,1,191
736,0,C4920,137.0,C3440,137.0,17,1,90
736,0,C528,,C5374,,6,3,144
736,0,C529,389.0,C1508,,6,12,6981
736,0,C5588,389.0,C702,,17,1,202
736,0,C5788,,C3083,,6,1,46
736,0,C5788,,C3083,,6,1,46
736,0,C5788,,C3083,,6,1,46
736,0,C586,389.0,C1508,,6,8,3174
736,0,C586,389.0,C1508,,17,1,193
736,0,C586,389.0,C1508,,6,8,1855
736,0,C586,389.0,C1508,,6,10,4241
736,0,C612,389.0,C3440,,17,1,193
736,1,C1508,,C2109,389.0,6,19,6177
736,1,C2109,389.0,C1508,,6,23,24644
736,1,C2270,,C5721,22.0,6,20,3324
736,1,C5721,22.0,C2270,,6,23,9558
736,10,C528,135.0,C5374,,6,5,504
736,11,C5420,,C1685,,6,9,3013
736,16,C1508,,C2109,445.0,6,14,5499
736,16,C1508,,C612,445.0,6,14,5512
736,16,C2109,445.0,C1508,,6,10,1951
736,16,C612,445.0,C1508,,6,10,2405
736,30,C3440,,C612,135.0,6,8,853
736,30,C612,135.0,C3440,,6,6,624
736,40,C1065,445.0,C1508,,6,64,16530
736,40,C1508,,C1065,445.0,6,70,18565
736,6,C1685,,C5420,,6,6,2972
737,0,C1515,,C5030,443.0,6,2,92
737,0,C16054,,C19924,,6,1,46
737,0,C16054,,C19924,,6,1,46
737,0,C17926,,C22112,,6,1,46
737,0,C1796,,C5030,443.0,6,2,92
737,0,C1818,,C706,80.0,6,1,46
737,0,C19924,,C16054,,6,1,64
737,0,C19924,,C16054,,6,1,64
737,0,C22112,,C17926,,6,1,64
737,0,C2270,,C5721,22.0,6,20,3324
737,0,C2908,,C5030,443.0,6,2,92
737,0,C3083,,C5788,,6,1,64
737,0,C5030,443.0,C1515,,6,1,46
737,0,C5030,443.0,C1796,,6,1,46
737,0,C5030,443.0,C2908,,6,1,46
737,0,C5030,443.0,C5067,,6,1,46
737,0,C5067,,C5030,443.0,6,2,92
737,0,C528,389.0,C746,,6,7,834
737,0,C528,389.0,C746,,6,9,1901
737,0,C528,389.0,C746,,6,11,4291
737,0,C528,389.0,C746,,17,1,195
737,0,C528,389.0,C746,,17,1,195
737,0,C5721,22.0,C2270,,6,22,9474
737,0,C5788,,C3083,,6,1,46
737,0,C7954,,C5721,445.0,6,2,148
737,1,C2270,,C5721,22.0,6,20,3324
737,1,C5721,22.0,C2270,,6,22,9474
737,1,C930,,C5721,445.0,6,2,178
737,10,C1526,,C1707,,6,6,1222
737,10,C4377,,C1707,,6,6,1218
737,14,C528,135.0,C746,,6,5,504
737,16,C528,445.0,C746,,6,9,1905
737,2,C528,389.0,C746,,6,31,34731
737,20,C528,389.0,C5374,,6,3,144
737,34,C528,,C746,,6,9,1536
737,38,C1015,,C2657,,6,2,92
737,5,C1707,,C1526,,6,4,2755
737,6,C1707,,C4377,,6,4,2751
737,67,C3173,445.0,C1554,,6,289,30405
737,9,C3538,,C24735,,6,3,144
738,0,C140,,C706,80.0,6,1,46
738,0,C1685,,C25440,,6,4,372
738,0,C1685,,C25440,,6,4,372
738,0,C1685,,C25440,,6,4,372
738,0,C1707,,C25440,,6,4,376
738,0,C1707,,C25440,,6,4,376
738,0,C1707,,C25440,,6,4,376
738,0,C25440,,C1707,,6,6,420
738,0,C25440,,C1707,,6,6,430
738,0,C25440,,C1685,,6,6,429
738,0,C25440,,C1685,,6,6,430
738,0,C25440,,C1707,,6,6,429
