time,src_user_domain,dst_user_domain,src_computer,dst_computer,auth_type,logon_type,auth_orientation,success,success_flag
90,C1065$@DOM1,C1065$@DOM1,C1521,C1065,Kerberos,Network,LogOn,Success,1
90,C1070$@DOM1,C1070$@DOM1,C1070,C467,Kerberos,Network,LogOn,Success,1
90,C1366$@DOM1,C1366$@DOM1,C1366,C625,Kerberos,Network,LogOn,Success,1
90,C1617$@DOM1,C1617$@DOM1,C1618,C457,Kerberos,Network,LogOn,Success,1
90,C1617$@DOM1,C1617$@DOM1,C457,C457,?,Network,LogOff,Success,1
90,C1708$@DOM1,C1708$@DOM1,C1709,C1085,Kerberos,Network,LogOn,Success,1
90,C173$@DOM1,C173$@DOM1,C173,C173,?,?,TGS,Success,1
90,C186$@DOM1,C186$@DOM1,C529,C529,?,Network,LogOff,Success,1
90,C1887$@DOM1,C1887$@DOM1,C1887,C1065,Kerberos,Network,LogOn,Success,1
90,C1970$@DOM1,C1970$@DOM1,C1970,C586,Kerberos,Network,LogOn,Success,1
90,C2342$@DOM1,C2342$@DOM1,C529,C529,?,Network,LogOff,Success,1
90,C2401$@DOM1,C2401$@DOM1,C2402,C2402,?,?,TGT,Success,1
90,C2401$@DOM1,C2401$@DOM1,C2402,C457,?,?,TGS,Success,1
90,C2401$@DOM1,C2401$@DOM1,C2402,C457,Kerberos,Network,LogOn,Success,1
90,C2401$@DOM1,C2401$@DOM1,C457,C457,?,Network,LogOff,Success,1
90,C2411$@DOM1,C2411$@DOM1,C2412,C2412,?,?,TGT,Success,1
90,C2411$@DOM1,C2411$@DOM1,C2412,C457,?,?,TGS,Success,1
90,C2411$@DOM1,C2411$@DOM1,C2412,C457,Kerberos,Network,LogOn,Success,1
90,C2411$@DOM1,C2411$@DOM1,C457,C457,?,Network,LogOff,Success,1
90,C2565$@DOM1,C2565$@DOM1,C2565,C528,?,?,TGS,Success,1
90,C2565$@DOM1,C2565$@DOM1,C2565,TGT,?,?,TGS,Success,1
90,C2761$@DOM1,C2761$@DOM1,C2761,C1065,Kerberos,Network,LogOn,Success,1
90,C2831$@DOM1,C2831$@DOM1,C2831,C1065,Kerberos,Network,LogOn,Success,1
90,C2844$@DOM1,C2844$@DOM1,C2844,C625,Kerberos,Network,LogOn,Success,1
90,C3068$@DOM1,C3068$@DOM1,C3068,C467,Kerberos,Network,LogOn,Success,1
90,C3068$@DOM1,C3068$@DOM1,C467,C467,?,Network,LogOff,Success,1
90,C3554$@DOM1,C3554$@DOM1,C3554,C467,Kerberos,Network,LogOn,Success,1
90,C3554$@DOM1,C3554$@DOM1,C467,C467,?,Network,LogOff,Success,1
90,C4493$@DOM1,C4493$@DOM1,C4493,C1065,Kerberos,Network,LogOn,Success,1
90,C4493$@DOM1,C4493$@DOM1,C4493,C625,Kerberos,Network,LogOn,Success,1
90,C4493$@DOM1,C4493$@DOM1,C625,C625,?,Network,LogOff,Success,1
90,C480$@DOM1,C480$@DOM1,C480,C625,Kerberos,Network,LogOn,Success,1
90,C480$@DOM1,C480$@DOM1,C625,C625,?,Network,LogOff,Success,1
90,C553$@DOM1,C553$@DOM1,C553,C523,NTLM,Network,LogOn,Success,1
90,C567$@DOM1,C567$@DOM1,C101,C101,?,Network,LogOff,Success,1
90,C567$@DOM1,C567$@DOM1,C574,C101,Kerberos,Network,LogOn,Success,1
90,C567$@DOM1,C567$@DOM1,C574,C523,Kerberos,Network,LogOn,Success,1
90,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success,1
90,C606$@DOM1,C606$@DOM1,C457,C457,?,Network,LogOff,Success,1
90,C613$@DOM1,C613$@DOM1,C586,C586,?,Network,LogOff,Success,1
90,C713$@DOM1,C713$@DOM1,C713,C1065,Kerberos,Network,LogOn,Success,1
90,C829$@DOM1,SYSTEM@C829,C829,C829,Negotiate,Service,LogOn,Success,1
90,C832$@DOM1,C832$@DOM1,C832,C625,Kerberos,Network,LogOn,Success,1
90,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success,1
90,U13@DOM1,U13@DOM1,C368,C368,NTLM,Network,LogOn,Success,1
90,U143@DOM1,U143@DOM1,C743,C743,?,Network,LogOff,Success,1
90,U14@DOM1,U14@DOM1,C426,C426,NTLM,Network,LogOn,Success,1
90,U22@DOM1,U22@DOM1,C2106,C2106,?,Network,LogOff,Success,1
90,U22@DOM1,U22@DOM1,C477,C2106,Kerberos,Network,LogOn,Success,1
90,U22@DOM1,U22@DOM1,C477,C625,Kerberos,Network,LogOn,Success,1
90,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success,1
90,U22@DOM1,U22@DOM1,C586,C586,?,Network,LogOff,Success,1
90,U22@DOM1,U22@DOM1,C625,C625,?,Network,LogOff,Success,1
90,U22@DOM1,U22@DOM1,C965,C625,Kerberos,Network,LogOn,Success,1
90,U63@DOM1,U63@DOM1,C1755,C1755,?,Network,LogOff,Success,1
90,U63@DOM1,U63@DOM1,C1755,C1755,Kerberos,Network,LogOn,Success,1
90,U66@DOM1,U66@DOM1,C306,C306,?,Network,LogOff,Success,1
90,U66@DOM1,U66@DOM1,C306,C306,NTLM,Network,LogOn,Success,1
91,ANONYMOUS LOGON@C1065,ANONYMOUS LOGON@C1065,C1065,C1065,?,Network,LogOff,Success,1
91,ANONYMOUS LOGON@C2881,ANONYMOUS LOGON@C2881,C2881,C2881,?,Network,LogOff,Success,1
91,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C457,C457,?,Network,LogOff,Success,1
91,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1744,C586,NTLM,Network,LogOn,Success,1
91,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C2719,C586,NTLM,Network,LogOn,Success,1
91,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success,1
91,C101$@DOM1,C101$@DOM1,C988,C988,?,Network,LogOff,Success,1
91,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success,1
91,C104$@DOM1,C104$@DOM1,C553,C553,?,Network,LogOff,Success,1
91,C104$@DOM1,C104$@DOM1,C586,C586,?,Network,LogOff,Success,1
91,C1043$@DOM1,C1043$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C1114$@DOM1,C1114$@DOM1,C1085,C1085,?,Network,LogOff,Success,1
91,C1114$@DOM1,C1114$@DOM1,C988,C988,?,Network,LogOff,Success,1
91,C1223$@DOM1,C1223$@DOM1,C2106,C2106,?,Network,LogOff,Success,1
91,C123$@DOM1,C123$@DOM1,C553,C553,?,Network,LogOff,Success,1
91,C1366$@DOM1,C1366$@DOM1,C1366,C625,?,?,TGS,Success,1
91,C1559$@DOM1,C1559$@DOM1,C1559,C1559,?,?,TGS,Success,1
91,C1586$@DOM1,C1586$@DOM1,C586,C586,?,Network,LogOff,Success,1
91,C1617$@DOM1,C1617$@DOM1,C1618,C553,Kerberos,Network,LogOn,Success,1
91,C1617$@DOM1,C1617$@DOM1,C553,C553,?,Network,LogOff,Success,1
91,C1708$@DOM1,C1708$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
91,C1708$@DOM1,C1708$@DOM1,C1709,C1065,?,?,TGS,Success,1
91,C1708$@DOM1,C1708$@DOM1,C1709,C1065,Kerberos,Network,LogOn,Success,1
91,C1708$@DOM1,C1708$@DOM1,C1709,C1709,?,?,TGT,Success,1
91,C1744$@DOM1,C1744$@DOM1,C1744,C586,Kerberos,Network,LogOn,Success,1
91,C1766$@DOM1,C1766$@DOM1,C1968,C988,NTLM,Network,LogOn,Success,1
91,C1766$@DOM1,C1766$@DOM1,C988,C988,?,Network,LogOff,Success,1
91,C2025$@DOM1,C2025$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C2039$@DOM1,C2039$@DOM1,C2039,C457,Kerberos,Network,LogOn,Success,1
91,C2192$@DOM1,C2192$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C231$@DOM1,C231$@DOM1,C231,C231,?,?,TGS,Success,1
91,C2401$@DOM1,C2401$@DOM1,C2402,C2402,?,?,TGT,Success,1
91,C2401$@DOM1,C2401$@DOM1,C2402,C457,?,?,TGS,Success,1
91,C2401$@DOM1,C2401$@DOM1,C2402,C457,Kerberos,Network,LogOn,Success,1
91,C2401$@DOM1,C2401$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C2411$@DOM1,C2411$@DOM1,C2412,C2412,?,?,TGT,Success,1
91,C2411$@DOM1,C2411$@DOM1,C2412,C457,?,?,TGS,Success,1
91,C2411$@DOM1,C2411$@DOM1,C2412,C457,Kerberos,Network,LogOn,Success,1
91,C2411$@DOM1,C2411$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C2523$@DOM1,C2523$@DOM1,C2524,C2524,?,?,TGT,Success,1
91,C2523$@DOM1,C2523$@DOM1,C2524,C612,?,?,TGS,Success,1
91,C2523$@DOM1,C2523$@DOM1,C2524,C612,Kerberos,Network,LogOn,Success,1
91,C2523$@DOM1,C2523$@DOM1,C612,C612,?,Network,LogOff,Success,1
91,C2719$@DOM1,C2719$@DOM1,C2719,C586,Kerberos,Network,LogOn,Success,1
91,C2783$@DOM1,C2783$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C2783$@DOM1,C2783$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C2783$@DOM1,C2783$@DOM1,C528,C528,?,Network,LogOff,Success,1
91,C2783$@DOM1,C2783$@DOM1,C529,C529,?,Network,LogOff,Success,1
91,C2783$@DOM1,C2783$@DOM1,C586,C586,?,Network,LogOff,Success,1
91,C2794$@DOM1,C2794$@DOM1,C586,C586,?,Network,LogOff,Success,1
91,C2839$@DOM1,C2839$@DOM1,C2839,C586,Kerberos,Network,LogOn,Success,1
91,C2931$@DOM1,C2931$@DOM1,C2931,C2931,Kerberos,Network,LogOn,Success,1
91,C2992$@DOM1,C2992$@DOM1,C2992,C2992,?,Network,LogOff,Success,1
91,C3030$@DOM1,C3030$@DOM1,C3030,C529,?,?,TGS,Success,1
91,C309$@DOM1,C309$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C338$@DOM1,C338$@DOM1,C338,C586,Kerberos,Network,LogOn,Success,1
91,C3724$@DOM1,C3724$@DOM1,C3724,C457,Kerberos,Network,LogOn,Success,1
91,C3724$@DOM1,C3724$@DOM1,C3724,C467,Kerberos,Network,LogOn,Success,1
91,C3724$@DOM1,C3724$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C4061$@DOM1,C4061$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C4493$@DOM1,C4493$@DOM1,C4493,C457,Kerberos,Network,LogOn,Success,1
91,C4493$@DOM1,C4493$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C5422$@DOM1,C5422$@DOM1,C467,C467,?,Network,LogOff,Success,1
91,C567$@DOM1,C567$@DOM1,C553,C553,?,Network,LogOff,Success,1
91,C567$@DOM1,C567$@DOM1,C574,C1085,Kerberos,Network,LogOn,Success,1
91,C567$@DOM1,C567$@DOM1,C574,C553,Kerberos,Network,LogOn,Success,1
91,C567$@DOM1,C567$@DOM1,C574,C988,Kerberos,Network,LogOn,Success,1
91,C599$@DOM1,C599$@DOM1,C1619,C553,Kerberos,Network,LogOn,Success,1
91,C612$@DOM1,C612$@DOM1,C1798,C612,Kerberos,Network,LogOn,Success,1
91,C612$@DOM1,C612$@DOM1,C612,C529,Kerberos,Network,LogOn,Success,1
91,C612$@DOM1,C612$@DOM1,C612,C612,?,Network,LogOff,Success,1
91,C612$@DOM1,C612$@DOM1,C612,C612,Kerberos,Network,LogOn,Success,1
91,C890$@DOM1,C890$@DOM1,C457,C457,?,Network,LogOff,Success,1
91,C967$@DOM1,C967$@DOM1,C967,C1487,Kerberos,Network,LogOn,Success,1
91,NETWORK SERVICE@C2931,NETWORK SERVICE@C2931,C2931,C2931,Negotiate,Service,LogOn,Success,1
91,NETWORK SERVICE@C2992,NETWORK SERVICE@C2992,C2992,C2992,Negotiate,Service,LogOn,Success,1
91,U104@DOM1,U104@DOM1,C3137,C586,Kerberos,Network,LogOn,Success,1
91,U104@DOM1,U104@DOM1,C586,C586,?,Network,LogOff,Success,1
91,U119@DOM1,U119@DOM1,C229,C229,?,Network,LogOff,Success,1
91,U1219@DOM1,U1219@DOM1,C467,C467,?,Network,LogOff,Success,1
91,U1219@DOM1,U1219@DOM1,C528,C528,?,Network,LogOff,Success,1
91,U1391@DOM1,U1391@DOM1,C528,C528,?,Network,LogOff,Success,1
91,U1391@DOM1,U1391@DOM1,C612,C612,?,Network,LogOff,Success,1
91,U19@DOM1,U19@DOM1,C229,C229,?,Network,LogOff,Success,1
91,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
91,U22@DOM1,U22@DOM1,C2106,C2106,?,Network,LogOff,Success,1
91,U22@DOM1,U22@DOM1,C457,C457,?,Network,LogOff,Success,1
91,U22@DOM1,U22@DOM1,C477,C2106,Kerberos,Network,LogOn,Success,1
91,U22@DOM1,U22@DOM1,C506,C457,Kerberos,Network,LogOn,Success,1
91,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success,1
91,U22@DOM1,U22@DOM1,C586,C586,?,Network,LogOff,Success,1
91,U22@DOM1,U22@DOM1,C965,C457,Kerberos,Network,LogOn,Success,1
91,U32@DOM1,U32@DOM1,C815,C1940,Kerberos,Network,LogOn,Success,1
91,U51@DOM1,U51@DOM1,C967,C1487,Kerberos,Network,LogOn,Success,1
91,U51@DOM1,U51@DOM1,C967,C1487,NTLM,Network,LogOn,Success,1
91,U66@DOM1,U66@DOM1,C2841,C2841,?,Network,LogOff,Success,1
91,U66@DOM1,U66@DOM1,C2841,C2841,Kerberos,Network,LogOn,Success,1
91,U75@DOM1,U75@DOM1,C1710,C1710,?,?,TGS,Success,1
91,U75@DOM1,U75@DOM1,C1710,C1710,?,?,TGT,Success,1
91,U999@DOM1,U999@DOM1,C1804,C2327,?,?,TGS,Success,1
92,ANONYMOUS LOGON@C1909,ANONYMOUS LOGON@C1909,C1909,C1909,?,Network,LogOff,Success,1
92,C104$@DOM1,C104$@DOM1,C523,C523,?,Network,LogOff,Success,1
92,C1114$@DOM1,C1114$@DOM1,C101,C101,?,Network,LogOff,Success,1
92,C1114$@DOM1,C1114$@DOM1,C1085,C1085,?,Network,LogOff,Success,1
92,C1114$@DOM1,C1114$@DOM1,C523,C523,?,Network,LogOff,Success,1
92,C1116$@DOM1,C1116$@DOM1,C467,C467,?,Network,LogOff,Success,1
92,C1238$@DOM1,C1238$@DOM1,C1238,C625,Kerberos,Network,LogOn,Success,1
92,C1617$@DOM1,C1617$@DOM1,C1618,C586,Kerberos,Network,LogOn,Success,1
92,C1617$@DOM1,C1617$@DOM1,C586,C586,?,Network,LogOff,Success,1
92,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success,1
92,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success,1
92,C1766$@DOM1,C1766$@DOM1,C1968,C1085,Kerberos,Network,LogOn,Success,1
92,C1766$@DOM1,C1766$@DOM1,C1968,C523,NTLM,Network,LogOn,Success,1
92,C1931$@DOM1,C1931$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
92,C1931$@DOM1,C1931$@DOM1,C1932,C1065,Kerberos,Network,LogOn,Success,1
92,C2057$@DOM1,C2057$@DOM1,C467,C467,?,Network,LogOff,Success,1
92,C2057$@DOM1,C2057$@DOM1,C586,C586,?,Network,LogOff,Success,1
92,C2058$@DOM1,C2058$@DOM1,C529,C529,?,Network,LogOff,Success,1
92,C2374$@DOM1,C2374$@DOM1,C2375,C2375,?,?,TGT,Success,1
92,C2374$@DOM1,C2374$@DOM1,C2375,C586,?,?,TGS,Success,1
92,C2374$@DOM1,C2374$@DOM1,C2375,C586,Kerberos,Network,LogOn,Success,1
92,C2374$@DOM1,C2374$@DOM1,C586,C586,?,Network,LogOff,Success,1
92,C2403$@DOM1,C2403$@DOM1,C2404,C2404,?,?,TGT,Success,1
92,C2403$@DOM1,C2403$@DOM1,C2404,C625,?,?,TGS,Success,1
92,C2403$@DOM1,C2403$@DOM1,C2404,C625,Kerberos,Network,LogOn,Success,1
92,C2403$@DOM1,C2403$@DOM1,C625,C625,?,Network,LogOff,Success,1
92,C2570$@DOM1,C2570$@DOM1,C2570,C467,Kerberos,Network,LogOn,Success,1
92,C2783$@DOM1,C2783$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
92,C2783$@DOM1,C2783$@DOM1,C612,C612,?,Network,LogOff,Success,1
92,C2783$@DOM1,C2783$@DOM1,C625,C625,?,Network,LogOff,Success,1
92,C2794$@DOM1,C2794$@DOM1,C467,C467,?,Network,LogOff,Success,1
92,C2817$@DOM1,C2817$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
92,C2821$@DOM1,C2821$@DOM1,C2821,C612,Kerberos,Network,LogOn,Success,1
92,C3030$@DOM1,C3030$@DOM1,C3030,C529,?,?,TGS,Success,1
92,C333$@DOM1,C333$@DOM1,C467,C467,?,Network,LogOff,Success,1
92,C395$@DOM1,C395$@DOM1,C395,C231,Kerberos,Network,LogOn,Success,1
92,C422$@DOM1,C422$@DOM1,C457,C457,?,Network,LogOff,Success,1
92,C514$@DOM1,C514$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
92,C523$@DOM1,C523$@DOM1,C523,C1737,Kerberos,Network,LogOn,Success,1
92,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success,1
92,C612$@DOM1,C612$@DOM1,C612,C1065,Kerberos,Network,LogOn,Success,1
92,C612$@DOM1,C612$@DOM1,C612,C612,?,Network,LogOff,Success,1
92,C936$@DOM1,C936$@DOM1,C586,C586,?,Network,LogOff,Success,1
92,C942$@DOM1,C942$@DOM1,C942,C586,Kerberos,Network,LogOn,Success,1
92,C988$@DOM1,C988$@DOM1,C988,C1737,Kerberos,Network,LogOn,Success,1
92,U108@DOM1,U108@DOM1,C946,C1691,Kerberos,Network,LogOn,Success,1
92,U13@DOM1,U13@DOM1,C467,C467,?,Network,LogOff,Success,1
92,U143@DOM1,U143@DOM1,C979,C2106,Kerberos,Network,LogOn,Success,1
92,U156@DOM1,U156@DOM1,C2306,C1691,Kerberos,Network,LogOn,Success,1
92,U157@DOM1,U157@DOM1,C1691,C1691,?,Network,LogOff,Success,1
92,U22@DOM1,U22@DOM1,C1065,C1065,?,Network,LogOff,Success,1
92,U22@DOM1,U22@DOM1,C2106,C2106,?,Network,LogOff,Success,1
92,U22@DOM1,U22@DOM1,C477,C2106,Kerberos,Network,LogOn,Success,1
92,U22@DOM1,U22@DOM1,C506,C1065,Kerberos,Network,LogOn,Success,1
92,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success,1
92,U22@DOM1,U22@DOM1,C586,C586,?,Network,LogOff,Success,1
92,U34@DOM1,U34@DOM1,C921,C921,?,Network,LogOff,Success,1
92,U34@DOM1,U34@DOM1,C921,C921,Kerberos,Network,LogOn,Success,1
92,U66@DOM1,U66@DOM1,C306,C306,?,Network,LogOff,Success,1
92,U66@DOM1,U66@DOM1,C306,C306,NTLM,Network,LogOn,Success,1
92,U6@DOM1,U6@DOM1,C625,C625,?,Network,LogOff,Success,1
92,U70@DOM1,U70@DOM1,C1691,C1691,?,Network,LogOff,Success,1
92,U71@DOM1,U71@DOM1,C1633,C1691,Kerberos,Network,LogOn,Success,1
93,ANONYMOUS LOGON@C1065,ANONYMOUS LOGON@C1065,C1065,C1065,?,Network,LogOff,Success,1
93,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C684,C586,NTLM,Network,LogOn,Success,1
93,C104$@DOM1,C104$@DOM1,C457,C457,?,Network,LogOff,Success,1
93,C104$@DOM1,C104$@DOM1,C612,C612,?,Network,LogOff,Success,1
93,C1081$@DOM1,C1081$@DOM1,C1081,C2106,NTLM,Network,LogOn,Success,1
93,C1238$@DOM1,C1238$@DOM1,C1238,C1065,Kerberos,Network,LogOn,Success,1
93,C1238$@DOM1,C1238$@DOM1,C1238,C1238,?,?,TGS,Success,1
93,C1238$@DOM1,C1238$@DOM1,C1238,C529,Kerberos,Network,LogOn,Success,1
93,C1238$@DOM1,C1238$@DOM1,C1238,C586,Kerberos,Network,LogOn,Success,1
93,C1238$@DOM1,C1238$@DOM1,C586,C586,?,Network,LogOff,Success,1
93,C13$@DOM1,C13$@DOM1,C13,C457,Kerberos,Network,LogOn,Success,1
93,C1483$@DOM1,C1483$@DOM1,C1483,C2106,NTLM,Network,LogOn,Success,1
93,C1527$@DOM1,C1527$@DOM1,C1527,C1527,?,?,TGT,Fail,0
93,C1559$@DOM1,C1559$@DOM1,C528,C528,?,Network,LogOff,Success,1
93,C1580$@DOM1,C1580$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,C1580$@DOM1,C1580$@DOM1,C1580,C1065,Kerberos,Network,LogOn,Success,1
93,C1647$@DOM1,C1647$@DOM1,C1647,C529,Kerberos,Network,LogOn,Success,1
93,C173$@DOM1,C173$@DOM1,C173,C173,?,?,TGS,Success,1
93,C173$@DOM1,C173$@DOM1,C173,C173,?,?,TGT,Success,1
93,C1766$@DOM1,C1766$@DOM1,C1968,C1766,?,?,TGS,Success,1
93,C1776$@DOM1,C1776$@DOM1,C467,C467,?,Network,LogOff,Success,1
93,C1794$@DOM1,C1794$@DOM1,C1795,C1085,Kerberos,Network,LogOn,Success,1
93,C186$@DOM1,C186$@DOM1,C186,C2106,Kerberos,Network,LogOn,Success,1
93,C1914$@DOM1,C1914$@DOM1,C467,C467,?,Network,LogOff,Success,1
93,C1931$@DOM1,C1931$@DOM1,C1932,C1065,Kerberos,Network,LogOn,Success,1
93,C2096$@?,C2096$@?,C25240,C25240,?,?,TGT,Fail,0
93,C2096$@?,C2096$@?,C457,C457,?,?,TGT,Fail,0
93,C2119$@DOM1,C2119$@DOM1,C2106,C2106,?,Network,LogOff,Success,1
93,C2119$@DOM1,C2119$@DOM1,C2120,C1640,?,?,TGS,Success,1
93,C2119$@DOM1,C2119$@DOM1,C2120,C2106,Kerberos,Network,LogOn,Success,1
93,C2119$@DOM1,C2119$@DOM1,C2120,C2120,?,?,TGT,Success,1
93,C2378$@DOM1,C2378$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,C2554$@DOM1,C2554$@DOM1,C2554,C528,Kerberos,Network,LogOn,Success,1
93,C2650$@DOM1,C2650$@DOM1,C2650,C2855,Kerberos,Network,LogOn,Success,1
93,C2786$@DOM1,C2786$@DOM1,C457,C457,?,Network,LogOff,Success,1
93,C2796$@DOM1,C2796$@DOM1,C2106,C2106,?,Network,LogOff,Success,1
93,C2796$@DOM1,C2796$@DOM1,C2796,C2106,Kerberos,Network,LogOn,Success,1
93,C2842$@DOM1,C2842$@DOM1,C2842,C612,Kerberos,Network,LogOn,Success,1
93,C2931$@DOM1,C2931$@DOM1,C586,C586,?,Network,LogOff,Success,1
93,C365$@DOM1,C365$@DOM1,C365,C1015,NTLM,Network,LogOn,Success,1
93,C395$@DOM1,C395$@DOM1,C231,C231,?,Network,LogOff,Success,1
93,C395$@DOM1,C395$@DOM1,C395,C231,Kerberos,Network,LogOn,Success,1
93,C467$@DOM1,U75@DOM1,C2618,C467,MICROSOFT_AUTHENTICATION_PACKAG,Network,LogOn,Success,1
93,C467$@DOM1,U75@DOM1,C2621,C467,MICROSOFT_AUTHENTICATION_PACKAG,Network,LogOn,Success,1
93,C538$@DOM1,C538$@DOM1,C1085,C1085,?,Network,LogOff,Success,1
93,C538$@DOM1,C538$@DOM1,C988,C988,?,Network,LogOff,Success,1
93,C5866$@DOM1,C5866$@DOM1,C5866,C457,Kerberos,Network,LogOn,Success,1
93,C599$@DOM1,C599$@DOM1,C553,C553,?,Network,LogOff,Success,1
93,C684$@DOM1,C684$@DOM1,C684,C586,Kerberos,Network,LogOn,Success,1
93,C736$@DOM1,C736$@DOM1,C528,C528,?,Network,LogOff,Success,1
93,C753$@DOM1,C753$@DOM1,C753,C586,Kerberos,Network,LogOn,Success,1
93,C762$@DOM1,C762$@DOM1,C586,C586,?,Network,LogOff,Success,1
93,C875$@DOM1,C875$@DOM1,C2106,C2106,?,Network,LogOff,Success,1
93,C892$@DOM1,C892$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,C892$@DOM1,C892$@DOM1,C467,C467,?,Network,LogOff,Success,1
93,C892$@DOM1,C892$@DOM1,C612,C612,?,Network,LogOff,Success,1
93,U119@DOM1,U119@DOM1,C229,C229,?,Network,LogOff,Success,1
93,U1244@DOM1,U1244@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,U12@DOM1,U12@DOM1,C586,C586,?,Network,LogOff,Success,1
93,U14@DOM1,U14@DOM1,C2022,C2022,?,Network,LogOff,Success,1
93,U14@DOM1,U14@DOM1,C431,C431,?,Network,LogOff,Success,1
93,U1734@DOM1,U1734@DOM1,C2650,C2855,Kerberos,Network,LogOn,Success,1
93,U179@DOM1,U179@DOM1,C1968,C1766,?,?,TGS,Success,1
93,U179@DOM1,U179@DOM1,C1968,C1968,?,?,TGT,Success,1
93,U199@?,U199@?,C612,C612,?,?,TGT,Fail,0
93,U19@DOM1,U19@DOM1,C229,C229,?,Network,LogOff,Success,1
93,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
93,U22@DOM1,U22@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,U22@DOM1,U22@DOM1,C2106,C2106,?,Network,LogOff,Success,1
93,U22@DOM1,U22@DOM1,C477,C2106,Kerberos,Network,LogOn,Success,1
93,U22@DOM1,U22@DOM1,C506,C1065,Kerberos,Network,LogOn,Success,1
93,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success,1
93,U22@DOM1,U22@DOM1,C586,C586,?,Network,LogOff,Success,1
93,U292@DOM1,U292@DOM1,C1968,C1766,?,?,TGS,Success,1
93,U292@DOM1,U292@DOM1,C1968,C1968,?,?,TGT,Success,1
93,U32@DOM1,U32@DOM1,C1870,C1870,?,Network,LogOff,Success,1
93,U41@DOM1,U41@DOM1,C365,C1015,NTLM,Network,LogOn,Success,1
93,U46@DOM1,U46@DOM1,C423,C423,?,Batch,LogOff,Success,1
93,U52@DOM1,U52@DOM1,C868,C801,Kerberos,Network,LogOn,Success,1
93,U66@DOM1,U66@DOM1,C2766,C2766,?,Network,LogOff,Success,1
93,U66@DOM1,U66@DOM1,C832,C832,?,Network,LogOff,Success,1
93,U66@DOM1,U66@DOM1,C832,C832,Kerberos,Network,LogOn,Success,1
93,U684@DOM1,U684@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,U6@DOM1,U6@DOM1,C1065,C1065,?,Network,LogOff,Success,1
93,U6@DOM1,U6@DOM1,C921,C921,?,Network,LogOff,Success,1
93,U6@DOM1,U6@DOM1,C921,C921,Kerberos,Network,LogOn,Success,1
93,U75@DOM1,C467$@DOM1,C467,C467,?,?,AuthMap,Success,1
93,U885@DOM1,U885@DOM1,C5866,C586,Kerberos,Network,LogOn,Success,1
94,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C2562,C457,NTLM,Network,LogOn,Success,1
94,ANONYMOUS LOGON@C467,ANONYMOUS LOGON@C467,C2562,C467,NTLM,Network,LogOn,Success,1
94,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1453,C586,NTLM,Network,LogOn,Success,1
94,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success,1
94,ANONYMOUS LOGON@C625,ANONYMOUS LOGON@C625,C625,C625,?,Network,LogOff,Success,1
